Segment,Supplier,Brand Family,Brand,Product,Package,Servings per Case,Cases,Num Units,Tax Cost,Laid-in Cost,Discount,Participation,Full Price,Unit Price,Ext Price,Load Sheet Date
Spirits,Molly's,Molly's,Molly's Irish Cream,200292 Molly's Irish Cream 12/1 L Btl,12/1 Liter Btl,33,0,0,$0.00,$0.00,$0.00,$0.00,$192.00,$158.40,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,0,0,$0.00,$0.00,$0.00,$0.00,$72.00,$69.50,$0.00,7/30/2026
Spirits,Waterloo Gin,Waterloo Gin,Waterloo Barrel Aged Gin,200062 Waterloo Barrel Aged Gin 6/750 mL Btl,1/6/750 mL (BO),6,23,138,$1.089710,$22.00,$0.00,$0.00,$15.833333,$15.833333,"$2,185.00",7/31/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Coconut,200385 YaVe Tequila Coconut 1/6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$22.833333,$0.00,$0.00,$34.50,$34.50,$0.00,7/31/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Mango,200381 YaVe Tequila Mango 1/6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$22.833333,$0.00,$0.00,$34.50,$34.50,$0.00,7/31/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.182617,$31.50,$0.00,$0.00,$45.833333,$45.833333,$0.00,7/31/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Brut Rose,200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,1,0,0,$1.968750,$30.00,$10.50,$0.00,$44.00,$33.50,$0.00,7/31/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200404 Traveler's Club Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,5,5,$15.255936,$27.18,$32.00,$0.00,$68.00,$36.00,$180.00,7/31/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Blanco,200384 YaVe Tequila Blanco 1/6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$22.833333,$4.50,$0.00,$34.50,$30.00,$0.00,7/31/2026
Wine,Prestige,Greek Wines,Amethystos White,200352 Amethystos White 12/750 mL,1/12/750ml Btl,23,1,1,$2.080355,$144.50,$10.00,$0.00,$210.00,$200.00,$200.00,7/31/2026
Wine,Prestige,Greek Wines,Amethystos Red,200351 Amethystos Red 12/750 mL,1/12/750ml Btl,23,2,2,$2.080355,$151.00,$10.00,$0.00,$240.00,$230.00,$460.00,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$0.00,7/31/2026
Spirits,Pabst Brewing Company,New Holland Brewing Co,New Holland Dragon's Milk Reserve Coconut Rum,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,6/4/12oz NR,24,0,0,$0.27,$55.51,$0.00,$0.00,$80.00,$80.00,$0.00,7/31/2026
Spirits,Pabst Brewing Company,New Holland Brewing Co,New Holland Dragon's Milk Reserve Coconut Rum,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,6/4/12oz NR,24,0,0,$0.27,$55.51,$0.00,$0.00,$80.00,$80.00,$0.00,7/31/2026
Spirits,Licores Artesanales,Desquite,Desquite Artesanal,200771 Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),6,3,18,$1.089710,$10.833333,$5.00,$0.00,$21.333333,$16.333333,$294.00,7/31/2026
Wine,Chateau Diana Winery,Chateau Diana,Chateau Diana Chardonnay,200172 Chateau Diana Chardonnay 12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.080313,$57.00,$10.00,$0.00,$90.00,$80.00,$80.00,7/31/2026
Wine,Chateau Diana Winery,Chateau Diana,Chateau Diana Caberner Sauvigon,200171 Chateau Diana Caberner Sauvigon 12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.080313,$57.00,$10.00,$0.00,$90.00,$80.00,$80.00,7/31/2026
Spirits,Licores Artesanales,Desquite,Desquite Tradicion,200772 Desquite Tradicion 6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$14.333333,$0.00,$0.00,$23.333333,$23.333333,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/31/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Blanco,200384 YaVe Tequila Blanco 1/6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$22.833333,$4.50,$0.00,$34.50,$30.00,$0.00,7/31/2026
Wine,Prestige Beverage Group,Le Grand Noir,La Grand Noir Rose,100125 La Grand Noir Rose 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$2.078125,$76.00,$8.00,$0.00,$104.00,$96.00,$0.00,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$193.80,7/31/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Jalapeno,200382 YaVe Tequila Jalapeno 1/6/750 mL Btl,1/6/750 mL (BO),6,0.333333,2,$1.089710,$22.833333,$6.50,$0.8333,$34.50,$28.00,$56.00,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$64.60,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,5,5,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$326.25,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$13.948284,$52.50,$5.75,$2.00,$78.00,$72.25,$144.50,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,2,12,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$436.00,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Double Barrel Rye,201057 Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$218.00,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$0.00,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,2,12,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$436.00,7/31/2026
Spirits,Pabst Brewing Company,New Holland Brewing Co,New Holland Dragon's Milk Reserve Coconut Rum,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,6/4/12oz NR,24,0,0,$0.27,$55.51,$0.00,$0.00,$80.00,$80.00,$0.00,7/31/2026
Spirits,Pabst Brewing Company,New Holland Brewing Co,New Holland Dragon's Milk Reserve Coconut Rum,11062 New Holland Dragon's Milk Reserve Coconut Rum 6/4/12 oz Btl,6/4/12oz NR,24,0,0,$0.27,$55.51,$0.00,$0.00,$80.00,$80.00,$0.00,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,3,3,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$208.50,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,1,1,$13.948284,$52.50,$2.75,$0.00,$78.00,$75.25,$75.25,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$49.095238,$2.75,$0.00,$71.00,$68.25,$68.25,7/31/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Reposado Tequila,200218 Leyenda 1925 Reposado Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0.333333,2,$0.182617,$47.25,$1.666667,$0.00,$68.666667,$67.00,$134.00,7/31/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0.333333,2,$0.182617,$31.50,$2.00,$0.00,$45.833333,$43.833333,$87.67,7/31/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$49.095238,$0.00,$0.00,$71.00,$71.00,$71.00,7/31/2026
Wine,Chateau Diana Winery,Chateau Diana,Chateau Diana Non-Alcoholic Cabernet Sauvignon,200191 Chateau Diana Non-Alcoholic Cabernet Sauvignon 12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.080313,$57.00,$10.00,$0.00,$90.00,$80.00,$80.00,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,0.166667,1,$0.181615,$12.166667,$0.00,$0.00,$20.00,$20.00,$20.00,7/31/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200400 Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$41.92,$0.00,$0.00,$78.00,$78.00,$78.00,7/31/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Brut Rose,200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,1,0,0,$1.968750,$30.00,$10.50,$0.00,$44.00,$33.50,$0.00,7/31/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0.166667,1,$0.181615,$23.333333,$0.00,$0.00,$36.666667,$36.666667,$36.67,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,1,1,$13.948284,$52.50,$0.00,$0.00,$78.00,$78.00,$78.00,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$0.00,7/31/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,0,0,$6.538125,$51.00,$29.35,$0.00,$87.96,$58.61,$0.00,7/30/2026
Spirits,Warwick Valley,Warwick Gin,Warwick Gin,200053 Warwick Gin 6/750 mL Btl,6/750ml Btl,12,0,0,$6.538125,$90.00,$0.00,$0.00,$138.00,$138.00,$0.00,7/30/2026
Spirits,Prestige,Greek Spirits,Isidoros Avanitis Plomari Ouzo,200356 Isidoros Arvanitis Plomari Ouzo 12/750 mL Btl,1/12/750ml Btl,23,1,1,$13.076517,$133.00,$0.00,$0.00,$214.00,$214.00,$214.00,7/31/2026
Wine,Prestige,Greek Wines,Amethystos White,200352 Amethystos White 12/750 mL,1/12/750ml Btl,23,4,4,$2.080355,$144.50,$10.00,$0.00,$210.00,$200.00,$800.00,7/31/2026
Wine,Prestige,Greek Wines,Amethystos Red,200351 Amethystos Red 12/750 mL,1/12/750ml Btl,23,2,2,$2.080355,$151.00,$10.00,$0.00,$240.00,$230.00,$460.00,7/31/2026
Spirits,Prestige Beverage Group,2XO,2XO White Oak Rye,100965 2XO White Oak Rye 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.180827,$27.16,$0.00,$0.00,$37.50,$37.50,$0.00,7/30/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200299 Molly's Irish Cream Gift Set 1/6/750 mL Btl,6/750ml Btl,12,0,0,$0.00,$0.00,$0.00,$0.00,$87.96,$63.00,$0.00,7/29/2026
Spirits,Warwick Valley,Warwick Gin,Warwick Gin,200053 Warwick Gin 6/750 mL Btl,6/750ml Btl,12,0,0,$0.00,$0.00,$0.00,$0.00,$138.00,$138.00,$0.00,7/29/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Brut Rose,200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,1,0,0,$0.00,$0.00,$0.00,$0.00,$44.00,$33.50,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.00,$0.00,$0.00,$0.00,$40.666667,$36.333334,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,0.333333,2,$0.181615,$23.333333,$0.00,$0.00,$36.666667,$36.666667,$73.33,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Wheated,201054 Green River Wheated 1/750 mL,1/750ML,6,0.333333,2,$0.181615,$17.833333,$0.00,$0.00,$26.833333,$26.833333,$53.67,7/31/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,0.166667,1,$0.181615,$12.166667,$0.00,$0.00,$20.00,$20.00,$20.00,7/30/2026
Spirits,Cruz Beverage,YaVe Tequila,YaVe Tequila Mango,200381 YaVe Tequila Mango 1/6/750 mL Btl,1/6/750 mL (BO),6,0.333333,2,$1.089710,$22.833333,$6.50,$0.833333,$34.50,$28.00,$56.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,4,4,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$261.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,6,6,$13.948284,$52.50,$5.75,$2.00,$78.00,$72.25,$433.50,7/30/2026
Spirits,Licores Artesanales,Desquite,Desquite Artesanal,200771 Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),6,0,0,$1.089710,$10.833333,$0.00,$0.00,$21.333333,$21.333333,$0.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Reposado Tequila,200218 Leyenda 1925 Reposado Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0.333333,2,$0.182617,$47.25,$1.666667,$0.00,$68.666667,$67.00,$134.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0.333333,2,$0.182617,$31.50,$2.00,$0.00,$45.833333,$43.833333,$87.67,7/30/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200400 Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$41.92,$0.00,$0.00,$78.00,$78.00,$78.00,7/30/2026
Spirits,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912 OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,1,12,$1.089710,$14.666667,$0.00,$0.00,$22.083333,$22.083333,$265.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$0.00,7/30/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Brut Rose,200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,1,0,0,$1.968750,$30.00,$10.50,$0.00,$44.00,$33.50,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,0,0,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,0,0,$13.948284,$52.50,$5.75,$2.00,$78.00,$72.25,$0.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Double Barrel Rye,201057 Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$218.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bourbon,201056 Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$23.333333,$4.00,$0.00,$36.666667,$32.666667,$196.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series Bottle-In-Bond,201055 Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,6,1,6,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$218.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,2,2,$13.076517,$49.095238,$2.75,$0.00,$71.00,$68.25,$136.50,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/30/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200400 Travelers Club Vodka 12/1 L Btl,12/1 Liter Btl,33,1,1,$17.435355,$41.92,$10.00,$0.00,$78.00,$68.00,$68.00,7/30/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200402 Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,24,1,1,$13.076517,$39.45,$28.50,$0.00,$64.50,$36.00,$36.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,1,1,$13.948284,$52.50,$2.75,$0.00,$78.00,$75.25,$75.25,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,1,1,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$69.50,7/30/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200294 Molly's Irish Cream 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$13.076517,$102.00,$49.92,$15.50,$175.92,$126.00,$378.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.182617,$31.50,$0.00,$0.00,$45.833333,$45.833333,$0.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Anejo Tequila,200216 Leyenda 1925 Anejo Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0,0,$0.181615,$78.75,$0.00,$0.00,$112.00,$112.00,$0.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$0.00,$0.00,$40.666667,$40.666667,$0.00,7/30/2026
Spirits,1925 Spirits LLC,Leyenda 1925,Leyenda 1925 Blanco Tequila,200217 Leyenda 1925 Blanco Tequila 1/750 ML Btl,1/6/750 mL (BO),6,0.50,3,$0.182617,$31.50,$2.00,$0.00,$45.833333,$43.833333,$131.50,7/31/2026
Wine,Savorian INC,Castellani Etichetta Gialla,Castellani Etichetta Gialla Pinot Noir,100953 Castellani Etichetta Gialla Pinot Noir 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.078125,$58.00,$5.00,$0.00,$85.00,$80.00,$80.00,7/30/2026
Spirits,Paradisse Spirits LLC,Paradisse,Paradisse Fassionola Liqueur,100923 Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),6,0.166667,1,$1.089710,$17.00,$0.00,$0.00,$27.50,$27.50,$27.50,7/30/2026
Spirits,Travelers Club,Travelers Club,TRAVELERS CLUB,200401 Travelers Club Vodka 48/200 mL Btl,48/200ml Btl,13,3,3,$13.948284,$45.57,$3.50,$0.00,$71.50,$68.00,$204.00,7/30/2026
Spirits,Paradisse Spirits LLC,Paradisse,Paradisse Fassionola Liqueur,100923 Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),6,0.333333,2,$1.089710,$17.00,$0.00,$0.00,$27.50,$27.50,$55.00,7/30/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/30/2026
Spirits,Boston Beer Company,Dogfish Head Spirits,Dogfish Head Analog Vodka,200600 Dogfish Head Analog Vodka 1/12/750 mL Btl,1/12/750 mL (BO),12,1,12,$1.089710,$6.450833,$0.00,$0.00,$9.991667,$9.991667,$119.90,7/30/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/30/2026
Wine,Caravella Inc,Caravella,Lou Lou Bubbly Brut Rose,200736 Lou Lou Bubbly Brut Rose 1/12/12 oz Can,1/12/12oz Can,1,0,0,$1.968750,$30.00,$10.50,$0.00,$44.00,$33.50,$0.00,7/31/2026
Spirits,Molly's,Molly's,Molly's Irish Cream,200292 Molly's Irish Cream 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$133.00,$33.60,$32.00,$192.00,$158.40,$0.00,7/30/2026
Spirits,Prestige Beverage Group,2XO,2XO French Oak,100962 2XO French Oak 1/750 mL Btl,1/6/750 mL (BO),6,0.333333,2,$0.181615,$27.166667,$0.00,$0.00,$0.00,$0.00,$0.00,7/29/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,3,18,$0.181615,$26.00,$4.333333,$0.00,$40.666667,$36.333334,$654.00,7/30/2026
Spirits,Warwick Valley,Warwick Gin,Warwick Gin,200053 Warwick Gin 6/750 mL Btl,6/750ml Btl,12,0,0,$6.538125,$90.00,$0.00,$0.00,$138.00,$138.00,$0.00,7/30/2026
Spirits,Warwick Valley,Gin Pig,Gin Pig,200051 Gin Pig 6/750 mL Btl,6/750ml Btl,12,1,1,$6.538125,$96.00,$0.00,$0.00,$150.00,$150.00,$150.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Bardstown Green River Wheated,201054 Green River Wheated 1/750 mL,1/750ML,6,1,6,$0.181615,$17.833333,$0.00,$0.00,$26.833333,$26.833333,$161.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Green River,Green River Honey,201077 Green River Honey 1/750 mL Btl,1/6/750 mL (BO),6,(1),(6),$0.181615,$12.166667,$0.833333,$0.00,$20.00,$19.166667,($115.00),7/30/2026
Wine,Caravella Inc,Poca Loca,Poca Loca Brazilian Wine,200738 Poca Loca Brazilian Wine 1/12/750 mL Btl,1/12/750ml Btl,23,1,1,$2.083594,$41.00,$25.40,$0.00,$84.00,$58.60,$58.60,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200314 Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,23,3,3,$13.076517,$41.00,$5.40,$0.00,$70.00,$64.60,$193.80,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200313 Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,24,3,3,$13.076517,$49.095238,$5.75,$2.00,$71.00,$65.25,$195.75,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200312 Pride & Clarke Vodka 48/200 mL Btl,48/200ml Btl,13,2,2,$13.948284,$52.50,$5.75,$2.00,$78.00,$72.25,$144.50,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200311 Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,33,0,0,$17.435355,$53.00,$0.00,$0.00,$80.00,$80.00,$0.00,7/30/2026
Spirits,Pride & Clarke,Pride & Clarke,Pride & Clarke Vodka,200310 Pride & Clarke Vodka 6/1.75 L Btl,6/1.75 Liter Btl,29,2,2,$15.255936,$43.75,$2.50,$0.00,$72.00,$69.50,$139.00,7/30/2026
Spirits,Bardstown Bourbon Co,Bardstown Bourbon,Bardstown Origin Series High Wheat,201058 Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,6,0,0,$0.181615,$26.00,$3.00,$0.00,$40.666667,$37.666667,$0.00,7/30/2026
