Sales Rep Assigned,Product Name,Product Num,Brand Family,Customer ID,Customer Name,Buyer Count   2026,Placement Count   2026,Cases   2026
Chris Payton,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,47011,Ridgefield Deli & Liq,1.00,1.00,1.00
Chris Payton,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,76010,Usa Wine Traders Club (Saddle Brook),1.00,1.00,1.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,50007,Welsh Farms,1.00,1.00,1.00
Chris Payton,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,76015,Discount Liq & Bar,1.00,1.00,1.00
Chris Payton,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,47005,Exquisite W & L (A),1.00,1.00,1.00
Chris Payton,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,76018,Krauszer Liquor,1.00,1.00,1.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,25045,Clifton Disc Liq (A),1.00,1.00,2.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,47011,Ridgefield Deli & Liq,1.00,1.00,1.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,76010,Usa Wine Traders Club (Saddle Brook),1.00,1.00,1.00
Chris Payton,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,38017,Quick Stop Food & Liq,1.00,1.00,1.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,23006,46 Discount Liquor Store,1.00,1.00,1.00
Chris Payton,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,47005,Exquisite W & L (A),1.00,1.00,1.00
Chris Payton,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,76015,Discount Liq & Bar,1.00,1.00,1.00
Chris Payton,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,78013,J R W & Liq (A),1.00,1.00,1.00
Chris Payton,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,35002,Woodridge Wines & Liq(A),1.00,1.00,1.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,47005,Exquisite W & L (A),1.00,1.00,1.00
Chris Payton,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,47011,Ridgefield Deli & Liq,1.00,1.00,1.00
Chris Payton,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,79004,Coronet Variety,1.00,1.00,1.00
Chris Payton,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,23006,46 Discount Liquor Store,1.00,1.00,1.00
Chris Payton,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,79002,Hollywd Liq&Deli (A),1.00,1.00,1.00
Chris Payton,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,78013,J R W & Liq (A),1.00,1.00,1.00
Chris Payton,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,76015,Discount Liq & Bar,1.00,1.00,1.00
Chris Payton,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,47011,Ridgefield Deli & Liq,1.00,1.00,1.00
Chris Payton,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,78013,J R W & Liq (A),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,44010,Garden State Food&Liq (P),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,49027,Linwood Wine-Linwood Plaza,1.00,1.00,2.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,44016,Liquor City(A)Cliffside,1.00,1.00,1.00
Dan Lagala,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,45004,Ridgefield Liq (Z),1.00,1.00,1.00
Dan Lagala,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,44002,Wine And Food Mart (Z),1.00,1.00,1.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,43005,Rome Liquors (Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,44010,Garden State Food&Liq (P),1.00,1.00,1.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,49027,Linwood Wine-Linwood Plaza,1.00,1.00,2.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,44002,Wine And Food Mart (Z),1.00,1.00,1.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,44010,Garden State Food&Liq (P),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,44010,Garden State Food&Liq (P),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,44040,Stop N Go Conven. (P),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,45004,Ridgefield Liq (Z),1.00,1.00,1.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,45004,Ridgefield Liq (Z),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,45004,Ridgefield Liq (Z),1.00,1.00,1.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,44010,Garden State Food&Liq (P),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,43007,American Classic Liq,1.00,1.00,1.00
Dan Lagala,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,43005,Rome Liquors (Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,43004,Boulevard Liq.(Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,49035,Gulf Express Fort Lee,1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,45004,Ridgefield Liq (Z),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,44002,Wine And Food Mart (Z),1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,43007,American Classic Liq,1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,49027,Linwood Wine-Linwood Plaza,1.00,1.00,2.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,44002,Wine And Food Mart (Z),1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,44002,Wine And Food Mart (Z),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,49035,Gulf Express Fort Lee,1.00,1.00,1.00
Dan Lagala,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,49027,Linwood Wine-Linwood Plaza,1.00,1.00,2.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,43005,Rome Liquors (Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,43007,American Classic Liq,1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,44010,Garden State Food&Liq (P),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,49035,Gulf Express Fort Lee,1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,44016,Liquor City(A)Cliffside,1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,43004,Boulevard Liq.(Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,44009,Metro Liquor (Cliffside Park),1.00,1.00,1.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,49027,Linwood Wine-Linwood Plaza,1.00,1.00,2.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,44009,Metro Liquor (Cliffside Park),1.00,1.00,1.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,44002,Wine And Food Mart (Z),1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,49027,Linwood Wine-Linwood Plaza,1.00,1.00,2.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,43005,Rome Liquors (Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,43004,Boulevard Liq.(Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,44040,Stop N Go Conven. (P),1.00,1.00,1.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,45004,Ridgefield Liq (Z),1.00,1.00,1.00
Dan Lagala,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,43004,Boulevard Liq.(Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,43005,Rome Liquors (Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,43004,Boulevard Liq.(Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,43004,Boulevard Liq.(Fairview),1.00,1.00,1.00
Dan Lagala,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,44040,Stop N Go Conven. (P),1.00,1.00,1.00
Dan Lagala,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,44009,Metro Liquor (Cliffside Park),1.00,1.00,1.00
Dan Lagala,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,44016,Liquor City(A)Cliffside,1.00,1.00,1.00
Dan Lagala,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,43005,Rome Liquors (Fairview),1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,51012,Teaneck Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,51012,Teaneck Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,57003,Joes Beer Wine & Spirits,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,40022,Buy Rite Of Hackensack,1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,57003,Joes Beer Wine & Spirits,1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,39012,Wine And Liq Depot(A),1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,51018,Teaneck Discount Liquor,1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,58001,Total Wine & More (River Edge),1.00,1.00,6.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,52019,W E Beverage (A),1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,41005,George's Liq,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,39012,Wine And Liq Depot(A),1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,51018,Teaneck Discount Liquor,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,52019,W E Beverage (A),1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,14007,Total Wine & More (Totowa),1.00,1.00,3.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,57006,New Milford Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,41005,George's Liq,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,40022,Buy Rite Of Hackensack,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,57003,Joes Beer Wine & Spirits,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,52040,Burgundy Convenience Store,1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,57006,New Milford Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,52040,Burgundy Convenience Store,1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,40004,Simple Simon's (Z),1.00,1.00,1.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,40022,Buy Rite Of Hackensack,1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,40022,Buy Rite Of Hackensack,1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,58001,Total Wine & More (River Edge),1.00,1.00,6.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,58001,Total Wine & More (River Edge),1.00,1.00,6.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,41005,George's Liq,1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,57003,Joes Beer Wine & Spirits,1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,58001,Total Wine & More (River Edge),1.00,1.00,6.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,40004,Simple Simon's (Z),1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,40004,Simple Simon's (Z),1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,40010,Hackensack Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,57003,Joes Beer Wine & Spirits,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,40010,Hackensack Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,40010,Hackensack Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,58001,Total Wine & More (River Edge),1.00,1.00,6.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,14007,Total Wine & More (Totowa),1.00,1.00,3.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,14007,Total Wine & More (Totowa),1.00,1.00,3.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,57006,New Milford Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,52019,W E Beverage (A),1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,40004,Simple Simon's (Z),1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,39012,Wine And Liq Depot(A),1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,58001,Total Wine & More (River Edge),1.00,1.00,6.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,40022,Buy Rite Of Hackensack,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,57003,Joes Beer Wine & Spirits,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,51012,Teaneck Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,14007,Total Wine & More (Totowa),1.00,1.00,3.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,41005,George's Liq,1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,57006,New Milford Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,57006,New Milford Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,40004,Simple Simon's (Z),1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,14007,Total Wine & More (Totowa),1.00,1.00,3.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,14007,Total Wine & More (Totowa),1.00,1.00,3.00
Dave Ehlers,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,51018,Teaneck Discount Liquor,1.00,1.00,1.00
Dave Ehlers,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,57006,New Milford Liquors,1.00,1.00,1.00
Dave Ehlers,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,41005,George's Liq,1.00,1.00,1.00
Dave Ehlers,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,40022,Buy Rite Of Hackensack,1.00,1.00,1.00
Dave Ehlers,Lytt Grape 1/24/6.8 oz Btl,83055,Lytt,40004,Simple Simon's (Z),1.00,1.00,1.00
Dave Ehlers,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,41005,George's Liq,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,15020,Angel's Wine & Liquors,1.00,1.00,2.00
Derrick Laws,Lytt Long Island Iced Tea 1/24/6.8 oz Btl,83054,Lytt,15020,Angel's Wine & Liquors,1.00,1.00,2.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,20025,Mercer Bar & Liquors,1.00,1.00,1.00
Derrick Laws,Lytt Peach Mango 1/24/6.8 oz Btl,83053,Lytt,15013,El Oasis,1.00,1.00,1.00
Derrick Laws,Lytt Blue Raspberry 1/24/6.8 oz Btl,83056,Lytt,21050,Quis Queya Liquor(P),1.00,1.00,1.00
Derrick Laws,Lytt Tropical Punch 1/24/6.8 oz Btl,83051,Lytt,15020,Angel's Wine & Liquors,1.00,1.00,2.00
Derrick Laws,Lytt Strawberry Rita 1/24/6.8 oz Btl,83052,Lytt,20040,Hiciano Liquor Store,1.00,1.00,1.00
