#,Account #,DBA,Distribution Area,Address,City,Date/Time,Photos,Route / Sales Rep,Brand,Brand Family,Supplier,# of Taps,Distributor
33,96006,BLUE MOON MEXICAN CAFE,BERGEN,327J FRANKLIN AVE,WYCKOFF,07/21/2026 03:52 PM,Photos,27 - Nicholas Melissari,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
34,96006,BLUE MOON MEXICAN CAFE,BERGEN,327J FRANKLIN AVE,WYCKOFF,07/21/2026 03:52 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
35,96010,ALDO'S ITALIAN REST(Z),BERGEN,640 WYCKOFF AVE,WYCKOFF,07/21/2026 03:42 PM,Photos,27 - Nicholas Melissari,NEW BELGIUM FAT TIRE ALE,NEW BELGIUM,NEW BELGIUM BRANDS,1,US
36,96010,ALDO'S ITALIAN REST(Z),BERGEN,640 WYCKOFF AVE,WYCKOFF,07/21/2026 03:42 PM,Photos,27 - Nicholas Melissari,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
37,96010,ALDO'S ITALIAN REST(Z),BERGEN,640 WYCKOFF AVE,WYCKOFF,07/21/2026 03:42 PM,Photos,27 - Nicholas Melissari,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
38,96010,ALDO'S ITALIAN REST(Z),BERGEN,640 WYCKOFF AVE,WYCKOFF,07/21/2026 03:42 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
39,96010,ALDO'S ITALIAN REST(Z),BERGEN,640 WYCKOFF AVE,WYCKOFF,07/21/2026 03:42 PM,Photos,27 - Nicholas Melissari,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
40,25049,YESTERDAYS (P),PASSAIC,70 MAIN AVE,CLIFTON,07/21/2026 03:26 PM,Photos,4 - allison scott,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
41,25049,YESTERDAYS (P),PASSAIC,70 MAIN AVE,CLIFTON,07/21/2026 03:26 PM,Photos,4 - allison scott,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
42,25049,YESTERDAYS (P),PASSAIC,70 MAIN AVE,CLIFTON,07/21/2026 03:26 PM,Photos,4 - allison scott,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
43,25049,YESTERDAYS (P),PASSAIC,70 MAIN AVE,CLIFTON,07/21/2026 03:26 PM,Photos,4 - allison scott,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
44,96007,THE ORIGINAL BARN,BERGEN,359 SICOMAC AVE,WYCKOFF,07/21/2026 03:25 PM,Photos,27 - Nicholas Melissari,VICTORY SUMMER LOVE ALE,VICTORY BREWING SEASONAL,ARTISANAL BREWING VENTURES (EBI),1,US
45,96007,THE ORIGINAL BARN,BERGEN,359 SICOMAC AVE,WYCKOFF,07/21/2026 03:25 PM,Photos,27 - Nicholas Melissari,BARN BREW FARMERS LAGER,BARN BREW CO.,BARN BREW CO.,1,US
46,96007,THE ORIGINAL BARN,BERGEN,359 SICOMAC AVE,WYCKOFF,07/21/2026 03:25 PM,Photos,27 - Nicholas Melissari,GREAT LAKES MEXICAN LAGER W/LIME,GREAT LAKES BREWING COMPANY,GREAT LAKES BREWING COMPANY,1,US
47,85003,ARTURO'S RESTAURNT,BERGEN,41 CENTRAL AVE,MIDLAND PARK,07/21/2026 02:48 PM,Photos,27 - Nicholas Melissari,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
48,85003,ARTURO'S RESTAURNT,BERGEN,41 CENTRAL AVE,MIDLAND PARK,07/21/2026 02:48 PM,Photos,27 - Nicholas Melissari,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
49,85003,ARTURO'S RESTAURNT,BERGEN,41 CENTRAL AVE,MIDLAND PARK,07/21/2026 02:48 PM,Photos,27 - Nicholas Melissari,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
50,85003,ARTURO'S RESTAURNT,BERGEN,41 CENTRAL AVE,MIDLAND PARK,07/21/2026 02:48 PM,Photos,27 - Nicholas Melissari,MONTAUK WAVE CHASER,MONTAUK BREWING COMPANY,TILRAY BRANDS,1,US
51,85003,ARTURO'S RESTAURNT,BERGEN,41 CENTRAL AVE,MIDLAND PARK,07/21/2026 02:48 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
52,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
53,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
54,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
55,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
56,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,DOGFISH HEAD BREWING,DOGFISH,BOSTON BEER COMPANY,1,US
57,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
58,88002,NELLIE'S PLACE (P),BERGEN,9 FRANKLIN TPK,WALDWICK,07/21/2026 02:46 PM,Photos,27 - Nicholas Melissari,BJ'S BREWHOUSE HARD ROOT BEER,BJ'S BREWHOUSE,BJ'S BREWERY & BREWHOUSE,1,US
59,88007,CHARLIE'S PLACE,BERGEN,18 W PROSPECT ST,WALDWICK,07/21/2026 02:39 PM,Photos,27 - Nicholas Melissari,CORONA PREMIER,CORONA,CONSTELLATION BRANDS,1,US
60,88007,CHARLIE'S PLACE,BERGEN,18 W PROSPECT ST,WALDWICK,07/21/2026 02:39 PM,Photos,27 - Nicholas Melissari,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
61,88007,CHARLIE'S PLACE,BERGEN,18 W PROSPECT ST,WALDWICK,07/21/2026 02:39 PM,Photos,27 - Nicholas Melissari,CAPE MAY IPA,CAPE MAY BREWING,CAPE MAY BREWING COMPANY,1,US
62,8004,THE SIDE DOOR (P),PASSAIC,33 COLFAX AVE,POMPTON LAKES,07/21/2026 01:59 PM,Photos,4 - allison scott,NEW BELGIUM VOODOO RANGER IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,1,US
63,8004,THE SIDE DOOR (P),PASSAIC,33 COLFAX AVE,POMPTON LAKES,07/21/2026 01:59 PM,Photos,4 - allison scott,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
64,8004,THE SIDE DOOR (P),PASSAIC,33 COLFAX AVE,POMPTON LAKES,07/21/2026 01:59 PM,Photos,4 - allison scott,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
65,40030,JINYA RAMEN BAR (HACKENSACK),SALES,390 HACKENSACK AVE,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,SAPPORO PREMIUM,SAPPORO,SAPPORO,1,US
66,41033,APPLEBEE'S (A) HACKENSACK,BERGEN,450 HACKENSACK AVE.,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
67,41033,APPLEBEE'S (A) HACKENSACK,BERGEN,450 HACKENSACK AVE.,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
68,41033,APPLEBEE'S (A) HACKENSACK,BERGEN,450 HACKENSACK AVE.,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
69,41033,APPLEBEE'S (A) HACKENSACK,BERGEN,450 HACKENSACK AVE.,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
70,41033,APPLEBEE'S (A) HACKENSACK,BERGEN,450 HACKENSACK AVE.,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,HEINEKEN,HEINEKEN,HEINEKEN,1,US
71,41033,APPLEBEE'S (A) HACKENSACK,BERGEN,450 HACKENSACK AVE.,HACKENSACK,07/21/2026 01:26 PM,Photos,27 - Nicholas Melissari,SAMUEL ADAMS SEASONAL,SAMUEL ADAMS,BOSTON BEER COMPANY,1,US
72,41016,CHEESECAKE FACT (A)HACKEN,BERGEN,197 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 01:23 PM,Photos,27 - Nicholas Melissari,COORS LIGHT BEER,COORS LIGHT,MOLSON COORS BEVERAGE COMPANY,1,US
73,41016,CHEESECAKE FACT (A)HACKEN,BERGEN,197 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 01:23 PM,Photos,27 - Nicholas Melissari,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
74,41016,CHEESECAKE FACT (A)HACKEN,BERGEN,197 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 01:23 PM,Photos,27 - Nicholas Melissari,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
75,41016,CHEESECAKE FACT (A)HACKEN,BERGEN,197 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 01:23 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
76,67010,BIDDY O'MALLEYS PUB (A),BERGEN,191 PARIS AVE,NORTHVALE,07/21/2026 01:11 PM,Photos,7 - Paul McLaughlin,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
77,67010,BIDDY O'MALLEYS PUB (A),BERGEN,191 PARIS AVE,NORTHVALE,07/21/2026 01:11 PM,Photos,7 - Paul McLaughlin,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
78,67010,BIDDY O'MALLEYS PUB (A),BERGEN,191 PARIS AVE,NORTHVALE,07/21/2026 01:11 PM,Photos,7 - Paul McLaughlin,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
79,41026,AMC- SHOPS @ RIVERSIDE P,BERGEN,390 HACKENSACK AVE,HACKENSACK,07/21/2026 01:09 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,2,US
80,41026,AMC- SHOPS @ RIVERSIDE P,BERGEN,390 HACKENSACK AVE,HACKENSACK,07/21/2026 01:09 PM,Photos,27 - Nicholas Melissari,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,2,US
81,41026,AMC- SHOPS @ RIVERSIDE P,BERGEN,390 HACKENSACK AVE,HACKENSACK,07/21/2026 01:09 PM,Photos,27 - Nicholas Melissari,SAMUEL ADAMS BOSTON LAGER,SAMUEL ADAMS,BOSTON BEER COMPANY,2,US
82,41026,AMC- SHOPS @ RIVERSIDE P,BERGEN,390 HACKENSACK AVE,HACKENSACK,07/21/2026 01:09 PM,Photos,27 - Nicholas Melissari,LAGUNITAS BREWING,LAGUNITAS,LAGUNITAS BREWING COMPANY,2,US
83,41026,AMC- SHOPS @ RIVERSIDE P,BERGEN,390 HACKENSACK AVE,HACKENSACK,07/21/2026 01:09 PM,Photos,27 - Nicholas Melissari,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,2,US
84,191006,GATWYNS II (P),MORRIS 1,900 ROUTE 15 NORTH,LAKE HOPATCONG,07/21/2026 01:04 PM,Photos,11 - brian sengebush,BLUE POINT TOASTED LAGER,BLUE POINT,TILRAY BRANDS,1,THEM
85,41031,HOUSTONS (A)HACKENSACK,BERGEN,1 RIVERSIDE SQUARE (181),HACKENSACK,07/21/2026 01:01 PM,Photos,27 - Nicholas Melissari,LAGUNITAS BREWING,LAGUNITAS,LAGUNITAS BREWING COMPANY,1,US
86,67002,BRADY'S FOX HUNT INN,BERGEN,201 LIVINGSTON ST,NORTHVALE,07/21/2026 12:50 PM,Photos,7 - Paul McLaughlin,MILLER LITE BEER,MILLER LITE,MOLSON COORS BEVERAGE COMPANY,1,US
87,67002,BRADY'S FOX HUNT INN,BERGEN,201 LIVINGSTON ST,NORTHVALE,07/21/2026 12:50 PM,Photos,7 - Paul McLaughlin,YUENGLING,YUENGLING,YUENGLING BREWERY,1,US
88,67002,BRADY'S FOX HUNT INN,BERGEN,201 LIVINGSTON ST,NORTHVALE,07/21/2026 12:50 PM,Photos,7 - Paul McLaughlin,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
89,67002,BRADY'S FOX HUNT INN,BERGEN,201 LIVINGSTON ST,NORTHVALE,07/21/2026 12:50 PM,Photos,7 - Paul McLaughlin,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
90,67002,BRADY'S FOX HUNT INN,BERGEN,201 LIVINGSTON ST,NORTHVALE,07/21/2026 12:50 PM,Photos,7 - Paul McLaughlin,DOGFISH HEAD BREWING,DOGFISH,BOSTON BEER COMPANY,1,US
91,67002,BRADY'S FOX HUNT INN,BERGEN,201 LIVINGSTON ST,NORTHVALE,07/21/2026 12:50 PM,Photos,7 - Paul McLaughlin,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
92,40025,PF CHANGS CHINA BIS(A) (HACKENSACK),BERGEN,50 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 12:46 PM,Photos,27 - Nicholas Melissari,NEW BELGIUM HA CHI 5251,NEW BELGIUM,NEW BELGIUM BRANDS,1,US
93,40025,PF CHANGS CHINA BIS(A) (HACKENSACK),BERGEN,50 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 12:46 PM,Photos,27 - Nicholas Melissari,SAPPORO PREMIUM,SAPPORO,SAPPORO,1,US
94,40025,PF CHANGS CHINA BIS(A) (HACKENSACK),BERGEN,50 RIVERSIDE SQUARE MALL,HACKENSACK,07/21/2026 12:46 PM,Photos,27 - Nicholas Melissari,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,1,US
95,41013,VIVA MARGARITA HACKENSACK,BERGEN,774 MAIN ST,HACKENSACK,07/21/2026 12:38 PM,Photos,27 - Nicholas Melissari,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,2,US
96,41013,VIVA MARGARITA HACKENSACK,BERGEN,774 MAIN ST,HACKENSACK,07/21/2026 12:38 PM,Photos,27 - Nicholas Melissari,PACIFICO,PACIFICO,CONSTELLATION BRANDS,2,US
97,41013,VIVA MARGARITA HACKENSACK,BERGEN,774 MAIN ST,HACKENSACK,07/21/2026 12:38 PM,Photos,27 - Nicholas Melissari,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,2,US
98,41013,VIVA MARGARITA HACKENSACK,BERGEN,774 MAIN ST,HACKENSACK,07/21/2026 12:38 PM,Photos,27 - Nicholas Melissari,NEW BELGIUM VOODOO RANGER JUICY HAZE IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,2,US
99,44031,VIVA LA MARGARITA CLIFFSIDE PARK,BERGEN,790 ANDERSON AVE,CLIFFSIDE PARK,07/21/2026 11:21 AM,Photos,20 - Daniel La Gala,BLUE MOON OTHER,BLUE MOON,MOLSON COORS BEVERAGE COMPANY,1,US
100,44031,VIVA LA MARGARITA CLIFFSIDE PARK,BERGEN,790 ANDERSON AVE,CLIFFSIDE PARK,07/21/2026 11:21 AM,Photos,20 - Daniel La Gala,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
101,44031,VIVA LA MARGARITA CLIFFSIDE PARK,BERGEN,790 ANDERSON AVE,CLIFFSIDE PARK,07/21/2026 11:21 AM,Photos,20 - Daniel La Gala,PACIFICO,PACIFICO,CONSTELLATION BRANDS,1,US
102,44031,VIVA LA MARGARITA CLIFFSIDE PARK,BERGEN,790 ANDERSON AVE,CLIFFSIDE PARK,07/21/2026 11:21 AM,Photos,20 - Daniel La Gala,NEW BELGIUM VOODOO RANGER IPA,NEW BELGIUM VOODOO RANGER,NEW BELGIUM BRANDS,1,US
103,44008,GOGIYA,BERGEN,606 ANDERSON AVE,CLIFFSIDE PARK,07/21/2026 11:14 AM,Photos,20 - Daniel La Gala,MODELO ESPECIAL,MODELO CERVEZA,CONSTELLATION BRANDS,1,US
104,44008,GOGIYA,BERGEN,606 ANDERSON AVE,CLIFFSIDE PARK,07/21/2026 11:14 AM,Photos,20 - Daniel La Gala,SAPPORO PREMIUM,SAPPORO,SAPPORO,1,US
105,81018,B R C CATERING (P),BERGEN,24-20 BROADWAY,FAIR LAWN,07/21/2026 11:13 AM,Photos,23 - Chris Payton,PERONI NASTRO AZZURRO,PERONI NASTRO AZZURRO,MOLSON COORS BEVERAGE COMPANY,1,US
106,81018,B R C CATERING (P),BERGEN,24-20 BROADWAY,FAIR LAWN,07/21/2026 11:13 AM,Photos,23 - Chris Payton,PACIFICO,PACIFICO,CONSTELLATION BRANDS,1,US
107,81018,B R C CATERING (P),BERGEN,24-20 BROADWAY,FAIR LAWN,07/21/2026 11:13 AM,Photos,23 - Chris Payton,PILSNER URQUELL,PILSNER URQUELL,MOLSON COORS BEVERAGE COMPANY,1,US
108,81018,B R C CATERING (P),BERGEN,24-20 BROADWAY,FAIR LAWN,07/21/2026 11:13 AM,Photos,23 - Chris Payton,GREAT LAKES EDMUND FITZGERALD,GREAT LAKES YEAR-ROUND,GREAT LAKES BREWING COMPANY,1,US
109,81018,B R C CATERING (P),BERGEN,24-20 BROADWAY,FAIR LAWN,07/21/2026 11:13 AM,Photos,23 - Chris Payton,CAPE MAY HONEY PORTER,CAPE MAY BREWING,CAPE MAY BREWING COMPANY,1,US
110,70004,DAVEY'S LOCKER (A),BERGEN,5 PARK ST,MONTVALE,07/21/2026 11:02 AM,Photos,7 - Paul McLaughlin,LEINENKUGEL'S SUMMER SHANDY,LEINENKUGEL'S,MOLSON COORS BEVERAGE COMPANY,1,US
111,70004,DAVEY'S LOCKER (A),BERGEN,5 PARK ST,MONTVALE,07/21/2026 11:02 AM,Photos,7 - Paul McLaughlin,SAMUEL ADAMS SUMMER ALE,SAM ADAMS SEASONAL,BOSTON BEER COMPANY,1,US
112,70004,DAVEY'S LOCKER (A),BERGEN,5 PARK ST,MONTVALE,07/21/2026 11:02 AM,Photos,7 - Paul McLaughlin,LAGUNITAS BREWING,LAGUNITAS,LAGUNITAS BREWING COMPANY,1,US
