Customer ID,Customer Name,Product ID,Product Name,Sales Rep Assigned,Load Sheet Date,Modelo Gaintain SKUs Placements
13008,Little Falls Liq(P),2816,Modelo Especial 1/12/24 oz Can,Jim Heaney,6/3/2026,1.00
13008,Little Falls Liq(P),2816,Modelo Especial 1/12/24 oz Can,Jim Heaney,6/8/2026,1.00
13017,On The Rocks,2808,Modelo Especial 1/24/12 oz Loose Btl,Jim Heaney,6/2/2026,1.00
13017,On The Rocks,2809,Modelo Especial 1/24/12 oz Loose Can,Jim Heaney,6/4/2026,1.00
13017,On The Rocks,2811,Modelo Especial 2/12/12 oz Can,Jim Heaney,6/4/2026,1.00
13017,On The Rocks,2814,Modelo Especial 4/6/12 oz Btl,Jim Heaney,6/2/2026,1.00
13017,On The Rocks,2815,Modelo Especial 2/12/12 oz Btl,Jim Heaney,6/2/2026,1.00
13017,On The Rocks,2816,Modelo Especial 1/12/24 oz Can,Jim Heaney,6/2/2026,1.00
13017,On The Rocks,2816,Modelo Especial 1/12/24 oz Can,Jim Heaney,6/4/2026,1.00
13017,On The Rocks,2825,Modelo Especial 1/18/12 oz Can,Jim Heaney,6/4/2026,1.00
14007,Total Wine & More (Totowa),2808,Modelo Especial 1/24/12 oz Loose Btl,Dave Ehlers,6/3/2026,1.00
14007,Total Wine & More (Totowa),2808,Modelo Especial 1/24/12 oz Loose Btl,Dave Ehlers,6/10/2026,1.00
14007,Total Wine & More (Totowa),2809,Modelo Especial 1/24/12 oz Loose Can,Dave Ehlers,6/10/2026,1.00
14007,Total Wine & More (Totowa),2811,Modelo Especial 2/12/12 oz Can,Dave Ehlers,6/10/2026,1.00
14007,Total Wine & More (Totowa),2814,Modelo Especial 4/6/12 oz Btl,Dave Ehlers,6/3/2026,1.00
14007,Total Wine & More (Totowa),2814,Modelo Especial 4/6/12 oz Btl,Dave Ehlers,6/10/2026,1.00
14007,Total Wine & More (Totowa),2815,Modelo Especial 2/12/12 oz Btl,Dave Ehlers,6/3/2026,1.00
14007,Total Wine & More (Totowa),2815,Modelo Especial 2/12/12 oz Btl,Dave Ehlers,6/10/2026,1.00
14007,Total Wine & More (Totowa),2816,Modelo Especial 1/12/24 oz Can,Dave Ehlers,6/3/2026,1.00
14007,Total Wine & More (Totowa),2816,Modelo Especial 1/12/24 oz Can,Dave Ehlers,6/5/2026,1.00
14007,Total Wine & More (Totowa),2816,Modelo Especial 1/12/24 oz Can,Dave Ehlers,6/10/2026,1.00
15012,Pal's Liquor,2808,Modelo Especial 1/24/12 oz Loose Btl,Derrick Laws,6/4/2026,1.00
15012,Pal's Liquor,2808,Modelo Especial 1/24/12 oz Loose Btl,Derrick Laws,6/8/2026,1.00
15012,Pal's Liquor,2814,Modelo Especial 4/6/12 oz Btl,Derrick Laws,6/4/2026,1.00
15012,Pal's Liquor,2814,Modelo Especial 4/6/12 oz Btl,Derrick Laws,6/8/2026,1.00
15012,Pal's Liquor,2815,Modelo Especial 2/12/12 oz Btl,Derrick Laws,6/4/2026,1.00
15012,Pal's Liquor,2815,Modelo Especial 2/12/12 oz Btl,Derrick Laws,6/8/2026,1.00
15012,Pal's Liquor,2816,Modelo Especial 1/12/24 oz Can,Derrick Laws,6/4/2026,1.00
15012,Pal's Liquor,2816,Modelo Especial 1/12/24 oz Can,Derrick Laws,6/8/2026,1.00
15013,El Oasis,2808,Modelo Especial 1/24/12 oz Loose Btl,Derrick Laws,6/3/2026,1.00
15013,El Oasis,2809,Modelo Especial 1/24/12 oz Loose Can,Derrick Laws,6/3/2026,1.00
15013,El Oasis,2814,Modelo Especial 4/6/12 oz Btl,Derrick Laws,6/3/2026,1.00
15013,El Oasis,2815,Modelo Especial 2/12/12 oz Btl,Derrick Laws,6/3/2026,1.00
15013,El Oasis,2816,Modelo Especial 1/12/24 oz Can,Derrick Laws,6/3/2026,1.00
15016,Gene's Liquor,2808,Modelo Especial 1/24/12 oz Loose Btl,Pablo Lopez,6/2/2026,1.00
15016,Gene's Liquor,2808,Modelo Especial 1/24/12 oz Loose Btl,Pablo Lopez,6/8/2026,1.00
15016,Gene's Liquor,2814,Modelo Especial 4/6/12 oz Btl,Pablo Lopez,6/2/2026,1.00
15016,Gene's Liquor,2814,Modelo Especial 4/6/12 oz Btl,Pablo Lopez,6/8/2026,1.00
15016,Gene's Liquor,2815,Modelo Especial 2/12/12 oz Btl,Pablo Lopez,6/2/2026,1.00
15016,Gene's Liquor,2815,Modelo Especial 2/12/12 oz Btl,Pablo Lopez,6/8/2026,1.00
15016,Gene's Liquor,2816,Modelo Especial 1/12/24 oz Can,Pablo Lopez,6/1/2026,1.00
15016,Gene's Liquor,2816,Modelo Especial 1/12/24 oz Can,Pablo Lopez,6/10/2026,1.00
15023,Santana's Sport(P)Bella,2808,Modelo Especial 1/24/12 oz Loose Btl,Derrick Laws,6/5/2026,1.00
15031,Pete's Family Liqs,2814,Modelo Especial 4/6/12 oz Btl,Javier Melo,6/8/2026,1.00
15034,Allen's Liquors,2808,Modelo Especial 1/24/12 oz Loose Btl,Pablo Lopez,6/1/2026,1.00
15034,Allen's Liquors,2814,Modelo Especial 4/6/12 oz Btl,Pablo Lopez,6/1/2026,1.00
15034,Allen's Liquors,2815,Modelo Especial 2/12/12 oz Btl,Pablo Lopez,6/1/2026,1.00
15034,Allen's Liquors,2816,Modelo Especial 1/12/24 oz Can,Pablo Lopez,6/1/2026,1.00
15034,Allen's Liquors,2816,Modelo Especial 1/12/24 oz Can,Pablo Lopez,6/10/2026,1.00
15037,Liquor Gallery (Paterson),2809,Modelo Especial 1/24/12 oz Loose Can,Derrick Laws,6/1/2026,1.00
15037,Liquor Gallery (Paterson),2811,Modelo Especial 2/12/12 oz Can,Derrick Laws,6/1/2026,1.00
15037,Liquor Gallery (Paterson),2814,Modelo Especial 4/6/12 oz Btl,Derrick Laws,6/1/2026,1.00
15037,Liquor Gallery (Paterson),2815,Modelo Especial 2/12/12 oz Btl,Derrick Laws,6/1/2026,1.00
15037,Liquor Gallery (Paterson),2816,Modelo Especial 1/12/24 oz Can,Derrick Laws,6/8/2026,1.00
15040,Legacy Bar & Liquor,2814,Modelo Especial 4/6/12 oz Btl,Pablo Lopez,6/10/2026,1.00
15040,Legacy Bar & Liquor,2815,Modelo Especial 2/12/12 oz Btl,Pablo Lopez,6/10/2026,1.00
15040,Legacy Bar & Liquor,2816,Modelo Especial 1/12/24 oz Can,Pablo Lopez,6/2/2026,1.00
15040,Legacy Bar & Liquor,2825,Modelo Especial 1/18/12 oz Can,Pablo Lopez,6/2/2026,1.00
15059,Belmont Liqrs (P),2816,Modelo Especial 1/12/24 oz Can,Javier Melo,6/4/2026,1.00
15061,Boulevard Wine & Spirits,2808,Modelo Especial 1/24/12 oz Loose Btl,Pablo Lopez,6/5/2026,1.00
17002,Hillcrest Liqrs (A),2814,Modelo Especial 4/6/12 oz Btl,Derrick Laws,6/1/2026,1.00
17002,Hillcrest Liqrs (A),2815,Modelo Especial 2/12/12 oz Btl,Derrick Laws,6/1/2026,1.00
17002,Hillcrest Liqrs (A),2815,Modelo Especial 2/12/12 oz Btl,Derrick Laws,6/4/2026,1.00
17002,Hillcrest Liqrs (A),2816,Modelo Especial 1/12/24 oz Can,Derrick Laws,6/4/2026,1.00
17010,Frank's Fine Wine & Foods,2808,Modelo Especial 1/24/12 oz Loose Btl,Mike Ast,6/2/2026,1.00
17010,Frank's Fine Wine & Foods,2808,Modelo Especial 1/24/12 oz Loose Btl,Mike Ast,6/9/2026,1.00
17010,Frank's Fine Wine & Foods,2814,Modelo Especial 4/6/12 oz Btl,Mike Ast,6/2/2026,1.00
17010,Frank's Fine Wine & Foods,2815,Modelo Especial 2/12/12 oz Btl,Mike Ast,6/9/2026,1.00
17010,Frank's Fine Wine & Foods,2816,Modelo Especial 1/12/24 oz Can,Mike Ast,6/9/2026,1.00
17011,Nico's Wine & Spirits,2808,Modelo Especial 1/24/12 oz Loose Btl,Mike Ast,6/3/2026,1.00
