Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,Distribution Area,Area,County,City,Premise,Buyer Count   2026,Cases   2026
Pablo Lopez,27050,Grand Rodeo Night Club(Z),182 Third St,Passaic,Passaic,Passaic,Passaic,On Premise,1,1394
Pablo Lopez,39004,Noches De Colombia (S. Hackensack)),370 Rt 46 West,Bergen,Bergen,Bergen,South Hackensac,On Premise,1,1302
Pablo Lopez,27118,Arepa Express,23-27 Lexington Ave,Sales,Sales,Passaic,Passaic,On Premise,1,1283
Pablo Lopez,21030,Bonfire Mofongo House (P),999 Market St,Passaic,Passaic,Passaic,Paterson,On Premise,1,1207
Pablo Lopez,22031,Roxxie's (P),324 E Railway Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,1101
Pablo Lopez,41008,Noches De Colombia (Hackensack),382 Main St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,1046.33
Pablo Lopez,15045,Bacchus Sport Bar & Grill,176 Union Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,1019
Pablo Lopez,27093,Galleria,581-583 Main Ave,Sales,Sales,Passaic,Passaic,On Premise,1,921.75
Pablo Lopez,20004,Bocaditos Bistro,710 Madison Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,920
Pablo Lopez,20100,Serie 92 Bar & Liquor,21 West Broadway,Sales,Sales,Passaic,Paterson,On Premise,1,916
Pablo Lopez,22001,Lena Y Carbon Restaurant,201 Market St,Passaic,Passaic,Passaic,Paterson,On Premise,1,783
Pablo Lopez,15046,Romo Restaurant,177 3rd Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,667
Pablo Lopez,52037,Colombia Kaliente,30 East Palisade Ave.,Sales,Sales,Bergen,Englewood,On Premise,1,665
Pablo Lopez,24063,Noches De Colombia (Clifton),1 Village Square,Passaic,Passaic,Passaic,Clifton,On Premise,1,627.33
Pablo Lopez,22013,Hi-Beams (P),182 Getty Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,578
Pablo Lopez,52005,Noches De Colombia(Englewood)),90 W. Palisade Ave,Bergen,Bergen,Bergen,Englewood,On Premise,1,554
Pablo Lopez,27015,Dona Maria Rest,32 Bergen St,Passaic,Passaic,Passaic,Passaic,On Premise,1,443
Pablo Lopez,20081,Hacienda (P),102 Mclean Blvd,Passaic,Passaic,Passaic,Paterson,On Premise,1,371
Pablo Lopez,25051,Portuguese Tavern Steak House,507 Crooks Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,353
Pablo Lopez,20108,5th Avenue (P) Tavern,138 5th Ave,Passaic,Passaic,Passaic,Paterson,On Premise,1,340
Pablo Lopez,27142,Lena y Carbon Restaurant & Bar (Passaic),64 Lexington Ave,Sales,Sales,Passaic,Passaic,On Premise,1,335
Pablo Lopez,22019,Noches De Colombia (Paterson),365 21st Avenue,Passaic,Passaic,Passaic,Paterson,On Premise,1,303
Pablo Lopez,24032,El Dorado Rest (Z),255 Parker Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,298
Pablo Lopez,27073,Noches De Colombia (Passaic),210 Madison St,Passaic,Passaic,Passaic,Passaic,On Premise,1,267
Pablo Lopez,21042,Marcet Cafe,1011 Market St,Passaic,Passaic,Passaic,Paterson,On Premise,1,263
Pablo Lopez,27145,LOTUS,822 Main Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1,252
Pablo Lopez,27099,Mama Sushi Rest & Lounge,663 Main Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1,246
Pablo Lopez,33005,La Havana 59,110 Moonachie Ave,Bergen,Bergen,Bergen,Moonachie,On Premise,1,226.33
Pablo Lopez,25087,Sarina Bar,108 Center St,Passaic,Passaic,Passaic,Clifton,On Premise,1,206
Pablo Lopez,25073,Aruba Lounge (P),240 Dayton Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,202
Pablo Lopez,24030,El Mexicano Rest (P),1293 Main Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,112
Pablo Lopez,25071,Jaimito's Crtside(Z),66 Center St,Passaic,Passaic,Passaic,Clifton,On Premise,1,94
Pablo Lopez,22025,Dulce Patria,913 Main St,Passaic,Passaic,Passaic,Paterson,On Premise,1,54
Pablo Lopez,25086,Con Sabor A Peru (A),109 Lakeview Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,46
Pablo Lopez,24049,Hornitos Bakery,1094 Main Ave.,Sales,Sales,Passaic,Clifton,On Premise,1,42
Pablo Lopez,22036,Tease (P),168 Getty Avenue,Passaic,Passaic,Passaic,Paterson,On Premise,1,40
Pablo Lopez,27100,Buenaaazo,87 Broadway,Sales,Sales,Passaic,Passaic,On Premise,1,34
Pablo Lopez,27067,Ukranian (Z) Center,240 Hope Ave,Passaic,Passaic,Passaic,Passaic,On Premise,1,24
Pablo Lopez,15062,Ragtime Gentlemen's Club,821 Mcbride Avenue,Passaic,Passaic,Passaic,Woodland Park,On Premise,1,23
Pablo Lopez,25041,Family Association,282 Parker Ave,Passaic,Passaic,Passaic,Clifton,On Premise,1,17
Nick Melissari,78017,El Asadero Mexican Grill (Rochelle Park),375 W. Passaic St.,Bergen,Bergen,Bergen,Rochelle Park,On Premise,1,13741.15
Nick Melissari,49022,El asadero Mexican Grill (Fort Lee),2052 Hudson St,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,7915.68
Nick Melissari,49063,COV,115 River Rd,Bergen,Bergen,Bergen,Edgewater,On Premise,1,3880.56
Nick Melissari,42003,Whiskey Roads,152 Washington Ave,Bergen,Bergen,Bergen,Little Ferry,On Premise,1,3740.6
Nick Melissari,80061,The Green Lounge,314 Paramus Rd,Bergen,Bergen,Bergen,Paramus,On Premise,1,2674.25
Nick Melissari,29019,Mickey's Bar & Grill (Z),601 Riverside Plaza,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,2608.3
Nick Melissari,80018,Millers Paramus Ale House,270 Rt. 4 East,Bergen,Bergen,Bergen,Paramus,On Premise,1,1883
Nick Melissari,31027,New Park Tav (A),250 Park Ave,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,1827
Nick Melissari,94006,Harvest and Ale,588 Ramapo Valley Rd,Sales,Sales,Bergen,Oakland,On Premise,1,1353.5
Nick Melissari,38002,Satin Dolls (A),230 Route 17,Bergen,Bergen,Bergen,Lodi,On Premise,1,1237.17
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Bergen,Bergen,Bergen,Paramus,On Premise,1,1212
Nick Melissari,31054,Burger Shack,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,1151
Nick Melissari,80040,Biagio's,299 Paramus Rd,Bergen,Bergen,Bergen,Paramus,On Premise,1,1056
Nick Melissari,92007,Brady's At(A)The Station,5 W Main St,Bergen,Bergen,Bergen,Ramsey,On Premise,1,1052
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Passaic,Passaic,Passaic,Hawthorne,On Premise,1,1016.33
Nick Melissari,29035,Marty Gra's (A),601 Schuyler Ave,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,961
Nick Melissari,31017,Victory Sports Bar,1 Racetrack Drive,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,943
Nick Melissari,77003,Blue 42 Restaurant & Bar,158 Market St,Bergen,Bergen,Bergen,Elmwood Park,On Premise,1,899.5
Nick Melissari,31011,Blarney Station,258 Park Ave,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,897
Nick Melissari,32012,The Local Pub,442 Hackensack St,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,888
Nick Melissari,38020,Lodi Lanes (A),58 Terhune Ave,Bergen,Bergen,Bergen,Lodi,On Premise,1,882.5
Nick Melissari,46028,Legends (P),16 Statehighway 5,Bergen,Bergen,Bergen,Palisades Park,On Premise,1,874
Nick Melissari,28008,Tavern On Ridge,14 Ridge Road,Sales,Sales,Bergen,North Arlington,On Premise,1,839
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Bergen,Bergen,Bergen,Garfield,On Premise,1,796.17
Nick Melissari,89002,Allendale Bar & Grill,67 Allendale Ave,Bergen,Bergen,Bergen,Allendale,On Premise,1,782
Nick Melissari,37019,BJ Polonia,126 Ray St,Bergen,Bergen,Bergen,Garfield,On Premise,1,767
Nick Melissari,31039,Yard House 8390,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,730
Nick Melissari,32023,Redd's Rest (Z),317 Washington Ave,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,707
Nick Melissari,31024,Castle Billiards (Z),349 Rt 17,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,693
Nick Melissari,30026,Simulcast,1 Racetrack Drive,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,669
Nick Melissari,28009,1 Republik,26 Ridge Rd,Bergen,Bergen,Bergen,North Arlington,On Premise,1,657.42
Nick Melissari,96006,Blue Moon Mexican Cafe,327j Franklin Ave,Bergen,Bergen,Bergen,Wyckoff,On Premise,1,626
Nick Melissari,31043,House of Que (East Rutherford),1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,621
Nick Melissari,31026,Rockafella's,443 Paterson Aven,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,609
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Bergen,Bergen,Bergen,Mahwah,On Premise,1,588
Nick Melissari,79001,Victor's Maywood Inn,122 W Pleasant Ave,Bergen,Bergen,Bergen,Maywood,On Premise,1,587
Nick Melissari,38039,Hilltop Tav.(Z),50 Essex St,Bergen,Bergen,Bergen,Lodi,On Premise,1,579
Nick Melissari,94012,Holiday Bowl,29 Spruce St,Bergen,Bergen,Bergen,Oakland,On Premise,1,579
Nick Melissari,31036,Eros Cafe,168 Union Ave,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,576
Nick Melissari,29021,Uncle Vinnys Bar & Grill,37 Ridge Road,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,571
Nick Melissari,49054,Hiram's,1345 Palisade Ave,Bergen,Bergen,Bergen,Fort Lee,On Premise,1,557
Nick Melissari,92005,Kinchley's,586 Franklin Tpk,Bergen,Bergen,Bergen,Ramsey,On Premise,1,552
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Bergen,Bergen,Bergen,Mahwah,On Premise,1,550
Nick Melissari,31056,H Mart Inc (Space A103),1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,546
Nick Melissari,32015,Cjd 2l Corp(Sofive),2 Palmer Terrace,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,540
Nick Melissari,39017,Bj's Rest & Brewhouse(A),21 Teterboro Landing Dr,Bergen,Bergen,Bergen,Teterboro,On Premise,1,523
Nick Melissari,37063,Jojo's Bar & Grill,133 Monroe St,Bergen,Bergen,Bergen,Garfield,On Premise,1,516
Nick Melissari,37012,Sportsmens (P) Tavern,245 Outwater Lane,Bergen,Bergen,Bergen,Garfield,On Premise,1,516
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),11 The Promenade,Bergen,Bergen,Bergen,Edgewater,On Premise,1,515
Nick Melissari,92014,Ramsey Country Clb,105 Lakeside Dr,Bergen,Bergen,Bergen,Ramsey,On Premise,1,508
Nick Melissari,34002,Heights Bar (P),163 Boulevard,Bergen,Bergen,Bergen,Hasbrouck Heights,On Premise,1,499
Nick Melissari,96005,The Brick House (P),179 Godwin Ave,Bergen,Bergen,Bergen,Wyckoff,On Premise,1,494
Nick Melissari,39018,Texas Roadhouse,20 Teterboro Landing Dr.,Bergen,Bergen,Bergen,Teterboro,On Premise,1,482
Nick Melissari,92012,The Shannon Rose/Ramsey,1200 Rt 17 N,Bergen,Bergen,Bergen,Ramsey,On Premise,1,473
Nick Melissari,88002,Nellie's Place (P),9 Franklin Tpk,Bergen,Bergen,Bergen,Waldwick,On Premise,1,457
Nick Melissari,31058,Dream 360,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,449
Nick Melissari,30029,Native Union Club,15 Sylvan St,Bergen,Bergen,Bergen,Rutherford,On Premise,1,441
Nick Melissari,49004,Dino's Bar & Grill,1466 River Rd,Bergen,Bergen,Bergen,Edgewater,On Premise,1,438
Nick Melissari,38025,Rebar (Z),132 Essex St,Bergen,Bergen,Bergen,Lodi,On Premise,1,419
Nick Melissari,32005,Biggies (A),430 Rte 17 So,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,418
Nick Melissari,41016,Cheesecake Fact (A)Hacken,197 Riverside Square Mall,Bergen,Bergen,Bergen,Hackensack,On Premise,1,407
Nick Melissari,32008,Steve's Bar & Grill (A),620 Rt 17,Bergen,Bergen,Bergen,Carlstadt,On Premise,1,401
Nick Melissari,28020,Tejo Bar & Rest,318 Belleville Tpke,Bergen,Bergen,Bergen,North Arlington,On Premise,1,387
Nick Melissari,31023,Applebee's Garfield (A),186 Passaic St,Bergen,Bergen,Bergen,Garfield,On Premise,1,339
Nick Melissari,88003,W's Village Grille,71 Crescent Ave,Bergen,Bergen,Bergen,Waldwick,On Premise,1,333
Nick Melissari,37045,Los Cantaritos Cantina,791 Midland Ave,Bergen,Bergen,Bergen,Garfield,On Premise,1,314
Nick Melissari,93002,Roxanne's A),150 Franklin Tpk,Bergen,Bergen,Bergen,Mahwah,On Premise,1,308
Nick Melissari,37011,The Firehouse,42 Plauderville Ave,Bergen,Bergen,Bergen,Garfield,On Premise,1,301
Nick Melissari,37022,Ceviche Peruvian Cuisine,517 River Drive,Sales,Sales,Bergen,Garfield,On Premise,1,300
Nick Melissari,77031,Parkway Lanes,200 Rt 46 East,Bergen,Bergen,Bergen,Elmwood Park,On Premise,1,298
Nick Melissari,28024,N Arlington Bowl O Drome,200 Schuyler Ave,Bergen,Bergen,Bergen,North Arlington,On Premise,1,289
Nick Melissari,78014,Longhorn Steak Rochele Pk,160 Rte 17 North,Bergen,Bergen,Bergen,Rochelle Park,On Premise,1,284
Nick Melissari,92004,Brothers Smokehouse,900 Rte 17 No,Bergen,Bergen,Bergen,Ramsey,On Premise,1,284
Nick Melissari,37070,The Hive Bar & Bistro,142 Outwater Lane,Bergen,Bergen,Bergen,Garfield,On Premise,1,282
Nick Melissari,96010,Aldo's Italian Rest(Z),640 Wyckoff Ave,Bergen,Bergen,Bergen,Wyckoff,On Premise,1,282
Nick Melissari,41013,Viva Margarita Hackensack,774 Main St,Bergen,Bergen,Bergen,Hackensack,On Premise,1,280
Nick Melissari,92002,Anthony's CF Pizza (A) (Ramsey),984 Route 17 No Suite B,Bergen,Bergen,Bergen,Ramsey,On Premise,1,277
Nick Melissari,94003,Segovia Tavern,110 W Oakland Ave,Bergen,Bergen,Bergen,Oakland,On Premise,1,273
Nick Melissari,45007,Cantina 46,88 Route 46 W,Sales,Sales,Bergen,Ridgefield,On Premise,1,270
Nick Melissari,49049,The Metropolitan Lounge,190 River Rd,Bergen,Bergen,Bergen,Edgewater,On Premise,1,269
Nick Melissari,35005,Chile,187 Hackensack St,Bergen,Bergen,Bergen,Woodridge,On Premise,1,268
Nick Melissari,31028,The Union Bar & Provisions,170 Union Ave,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,262
Nick Melissari,31049,Marcus Live Bar & Grille,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,253
Nick Melissari,31047,Jarana,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,253
Nick Melissari,80024,Applebee's Paramus,Fashion Ctr Mall Rt17 N,Bergen,Bergen,Bergen,Paramus,On Premise,1,252
Nick Melissari,41033,Applebee's (A) Hackensack,450 Hackensack Ave.,Bergen,Bergen,Bergen,Hackensack,On Premise,1,251
Nick Melissari,94013,Portobello Feasts,175 Ramapo Valley Rd,Bergen,Bergen,Bergen,Oakland,On Premise,1,248
Nick Melissari,94004,Hansil's Bar (P),7 Ramapo Valley Rd.,Bergen,Bergen,Bergen,Oakland,On Premise,1,241
Nick Melissari,35006,The Concourse #728,379 Rt 17 South,Sales,Sales,Bergen,Woodridge,On Premise,1,217
Nick Melissari,80054,Chili's Paramus,75 Rt17 Garden State Pl,Bergen,Bergen,Bergen,Paramus,On Premise,1,215
Nick Melissari,92006,Chili's Ramsey (A),900 Rt 17 N,Bergen,Bergen,Bergen,Ramsey,On Premise,1,213
Nick Melissari,31013,Elia Restaurant,240 Hackensack St,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,211
Nick Melissari,31020,Chili's B & G E Rutherfor,140 Rte 17 North,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,210
Nick Melissari,41026,Amc- Shops @ Riverside P,390 Hackensack Ave,Bergen,Bergen,Bergen,Hackensack,On Premise,1,208
Nick Melissari,93014,Double Tree By Hilton,180 Rt 17 S,Bergen,Bergen,Bergen,Mahwah,On Premise,1,201
Nick Melissari,49059,Outback Steakhouse(Z)Edg,539 River Rd,Bergen,Bergen,Bergen,Edgewater,On Premise,1,201
Nick Melissari,93007,Rp Prime Restaurant,209 Ramapo Valley Rd,Bergen,Bergen,Bergen,Mahwah,On Premise,1,188
Nick Melissari,92013,Varka,30 N Spruce St,Bergen,Bergen,Bergen,Ramsey,On Premise,1,186.5
Nick Melissari,80031,Grand Lux Cafe (A),1 Garden State Plaza,Bergen,Bergen,Bergen,Paramus,On Premise,1,182
Nick Melissari,94002,Trovato's Due (Z),4 Barbara Lane,Bergen,Bergen,Bergen,Oakland,On Premise,1,182
Nick Melissari,80009,Houlihans (Para)(A),65 Rt 4 West,Bergen,Bergen,Bergen,Paramus,On Premise,1,180
Nick Melissari,80011,Casa De Montecristo,184 Route 17n.,Bergen,Bergen,Bergen,Paramus,On Premise,1,178
Nick Melissari,31052,Mozzarella Bar,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,176
Nick Melissari,37005,Charlies Tav(Z),147 Frederick St,Bergen,Bergen,Bergen,Garfield,On Premise,1,175
Nick Melissari,37004,Tres Agaves,178 Palisade Ave,Bergen,Bergen,Bergen,Garfield,On Premise,1,172
Nick Melissari,92010,Houlihan's Ramsey,706 Rt 17 N,Bergen,Bergen,Bergen,Ramsey,On Premise,1,168
Nick Melissari,80063,Eddie V's,1 Garden State Plaza,Sales,Sales,Bergen,Paramus,On Premise,1,164
Nick Melissari,49047,LaNoma Italian Steakhouse,2010 Hudson St,Sales,Sales,Bergen,Fort Lee,On Premise,1,164
Nick Melissari,78016,Outback Stk Hse Roch Pk,194 Rt 17 N,Bergen,Bergen,Bergen,Rochelle Park,On Premise,1,163
Nick Melissari,78007,Woodstone Pizza B & G,352 W. Passaic Street,Bergen,Bergen,Bergen,Rochelle Park,On Premise,1,162
Nick Melissari,36014,Viva Margarita Wallington,413 Paterson Ave,Bergen,Bergen,Bergen,Wallington,On Premise,1,161
Nick Melissari,40024,Maggiano's Little(A)Italy,70 Riverside Square Mall,Bergen,Bergen,Bergen,Hackensack,On Premise,1,146
Nick Melissari,96001,Wyckoff Tavern Kitchen and Bar,315 Franklin Ave,Sales,Sales,Bergen,Wyckoff,On Premise,1,146
Nick Melissari,80013,Bonefish Grill (A) (Paramus),601 From Road,Bergen,Bergen,Bergen,Paramus,On Premise,1,145
Nick Melissari,41025,Morton's The Stkhse Hacke,274 Riverside Square Mall,Bergen,Bergen,Bergen,Hackensack,On Premise,1,144
Nick Melissari,31062,Dream Live Performing Arts Center,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,142
Nick Melissari,31006,The Roosevelt,356 Paterson Ave,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,141
Nick Melissari,31059,Apres Cafe,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,137
Nick Melissari,80042,Olive Garden Paramus,1620 Bergen Town Center,Bergen,Bergen,Bergen,Paramus,On Premise,1,136
Nick Melissari,80003,The Capital Grille (A),1 Garden State Plaza,Bergen,Bergen,Bergen,Paramus,On Premise,1,135
Nick Melissari,31045,Dream Bar,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,133
Nick Melissari,89001,Savini Rest (A),168 W Cresent Ave,Bergen,Bergen,Bergen,Allendale,On Premise,1,126
Nick Melissari,41017,Rosa Mexicano (A),390 Hackensack Ave # 60,Bergen,Bergen,Bergen,Hackensack,On Premise,1,125
Nick Melissari,28027,Roma Rest. (P),33 Crystal St,Bergen,Bergen,Bergen,North Arlington,On Premise,1,125
Nick Melissari,94010,Portobello Banquets,155 Ramapo Valley Rd,Bergen,Bergen,Bergen,Oakland,On Premise,1,120
Nick Melissari,88008,American Lgn (P) (Waldwick),46 Franklin Tpke,Bergen,Bergen,Bergen,Waldwick,On Premise,1,119
Nick Melissari,31053,Little Sheep Restaurant/Bar,1 American Dream Way,Bergen,Bergen,Bergen,East Rutherford,On Premise,1,119
Nick Melissari,28016,Inka Flames,11-35 River Rd,Bergen,Bergen,Bergen,North Arlington,On Premise,1,116
Nick Melissari,29030,City Lounge (P),455 Valley Brook Ave,Bergen,Bergen,Bergen,Lyndhurst,On Premise,1,113
Nick Melissari,80008,Fogo de Chao (Paramus),Garden St Plaza,Sales,Sales,Bergen,Paramus,On Premise,1,106
Nick Melissari,80012,California Pizza Paramus,1160 Garden State Plaza,Bergen,Bergen,Bergen,Paramus,On Premise,1,103
Nick Melissari,34017,Ktb Coffee Shop,183 Boulevard,Bergen,Bergen,Bergen,Hasbrouck Heights,On Premise,1,101
Nick Melissari,49064,Bareburger (Edgewater),78 The Promenade,Bergen,Bergen,Bergen,Edgewater,On Premise,1,97
Nick Melissari,96007,The Original Barn,359 Sicomac Ave,Bergen,Bergen,Bergen,Wyckoff,On Premise,1,97
Nick Melissari,93008,Nonna's Pizza,11 Franklin Tpke,Bergen,Bergen,Bergen,Mahwah,On Premise,1,97
