Customer ID,Customer Name,City,Premise,Sales Rep Assigned,Product ID,Product Name,Brand Family,Placement Count,Case Equiv
5008,Celtic Crossings,Butler,On Premise,Allison Scott,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,3.00
5008,Celtic Crossings,Butler,On Premise,Allison Scott,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,5.00
6002,Roserne Liquors North,Kinnelon,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
6002,Roserne Liquors North,Kinnelon,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,3.00
6002,Roserne Liquors North,Kinnelon,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,3.00
6002,Roserne Liquors North,Kinnelon,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
7001,Home Wine and Liquors,Riverdale,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
7001,Home Wine and Liquors,Riverdale,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
7001,Home Wine and Liquors,Riverdale,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,3.00
7001,Home Wine and Liquors,Riverdale,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,3.00
7003,Blu Ale House,Riverdale,On Premise,Allison Scott,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
7003,Blu Ale House,Riverdale,On Premise,Allison Scott,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
8004,The Side Door (P),Pompton Lakes,On Premise,Allison Scott,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
8004,The Side Door (P),Pompton Lakes,On Premise,Allison Scott,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
8004,The Side Door (P),Pompton Lakes,On Premise,Allison Scott,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
8005,Empire Wine & Liquor,Pompton Lakes,Off Premise,Anthony Palmisano,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
8005,Empire Wine & Liquor,Pompton Lakes,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,3.00
8005,Empire Wine & Liquor,Pompton Lakes,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
8005,Empire Wine & Liquor,Pompton Lakes,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
8005,Empire Wine & Liquor,Pompton Lakes,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,3.00
8007,Krauszer's Liquor Wine and Spirits,Pompton Lakes,Off Premise,Anthony Palmisano,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
8007,Krauszer's Liquor Wine and Spirits,Pompton Lakes,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
8007,Krauszer's Liquor Wine and Spirits,Pompton Lakes,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
8007,Krauszer's Liquor Wine and Spirits,Pompton Lakes,Off Premise,Anthony Palmisano,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
8007,Krauszer's Liquor Wine and Spirits,Pompton Lakes,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,2.00
8008,Shoppers Disc(A)Pompton,Pompton Lakes,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,2.00
10003,Buy Rite W &L Pompton(P),Pompton Plains,Off Premise,Anthony Palmisano,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
10003,Buy Rite W &L Pompton(P),Pompton Plains,Off Premise,Anthony Palmisano,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
10003,Buy Rite W &L Pompton(P),Pompton Plains,Off Premise,Anthony Palmisano,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,2.00
10003,Buy Rite W &L Pompton(P),Pompton Plains,Off Premise,Anthony Palmisano,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,2.00
10003,Buy Rite W &L Pompton(P),Pompton Plains,Off Premise,Anthony Palmisano,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,2.00
11007,Meadows Golf Club(P),Lincoln Park,On Premise,Allison Scott,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
11007,Meadows Golf Club(P),Lincoln Park,On Premise,Allison Scott,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,2.00
11007,Meadows Golf Club(P),Lincoln Park,On Premise,Allison Scott,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,2.00
11007,Meadows Golf Club(P),Lincoln Park,On Premise,Allison Scott,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
11007,Meadows Golf Club(P),Lincoln Park,On Premise,Allison Scott,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
11011,Sunset Pub & Grill(Z),Lincoln Park,On Premise,Allison Scott,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
11011,Sunset Pub & Grill(Z),Lincoln Park,On Premise,Allison Scott,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
12005,Shay's Liquors,Wayne,Off Premise,Michael Harboy,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
12017,Shays Liquors,Wayne,Off Premise,Michael Harboy,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
12023,The Village Inn,Wayne,On Premise,Robin Feldman,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
12023,The Village Inn,Wayne,On Premise,Robin Feldman,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
12023,The Village Inn,Wayne,On Premise,Robin Feldman,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
12023,The Village Inn,Wayne,On Premise,Robin Feldman,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,2.00
12023,The Village Inn,Wayne,On Premise,Robin Feldman,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,2.00
12047,American Lgn 174 Wayne,Wayne,On Premise,Robin Feldman,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
13008,Little Falls Liq(P),Little Falls,Off Premise,Jim Heaney,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
13017,On The Rocks,Little Falls,Off Premise,Jim Heaney,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,2.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,2.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,4.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,2.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,2.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
14007,Total Wine & More (Totowa),Totowa,Off Premise,Dave Ehlers,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,4.00
14008,The Barnyard and Carriage House,Totowa,On Premise,Allison Scott,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,2.00
14008,The Barnyard and Carriage House,Totowa,On Premise,Allison Scott,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
14008,The Barnyard and Carriage House,Totowa,On Premise,Allison Scott,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,2.00
14008,The Barnyard and Carriage House,Totowa,On Premise,Allison Scott,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,2.00
15061,Boulevard Wine & Spirits,Paterson,Off Premise,Pablo Lopez,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
15061,Boulevard Wine & Spirits,Paterson,Off Premise,Pablo Lopez,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
15081,Evolution Restaurant & Bar,Woodland Park,On Premise,Robin Feldman,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
15081,Evolution Restaurant & Bar,Woodland Park,On Premise,Robin Feldman,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200890,Carbliss Peach 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200881,Carbliss Black Cherry 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200886,Carbliss Lemon Tea 6/4/12 oz Can,Carbliss,1.00,1.00
17011,Nico's Wine & Spirits,Haledon,Off Premise,Mike Ast,200885,Carbliss Grapefruit 6/4/12 oz Can,Carbliss,1.00,1.00
17019,La Neves (P),Haledon,On Premise,Robin Feldman,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
17019,La Neves (P),Haledon,On Premise,Robin Feldman,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
17019,La Neves (P),Haledon,On Premise,Robin Feldman,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,2.00
19006,Blackjack Mulligans (Hawthorne),Hawthorne,On Premise,Nick Melissari,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
19006,Blackjack Mulligans (Hawthorne),Hawthorne,On Premise,Nick Melissari,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
19006,Blackjack Mulligans (Hawthorne),Hawthorne,On Premise,Nick Melissari,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,2.00
19006,Blackjack Mulligans (Hawthorne),Hawthorne,On Premise,Nick Melissari,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
19008,Hawthorne Liq (A),Hawthorne,Off Premise,Mike Ast,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
19008,Hawthorne Liq (A),Hawthorne,Off Premise,Mike Ast,200892,Carbliss Watermelon 6/4/12 oz Can,Carbliss,1.00,1.00
19008,Hawthorne Liq (A),Hawthorne,Off Premise,Mike Ast,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
19008,Hawthorne Liq (A),Hawthorne,Off Premise,Mike Ast,200887,Carbliss Lemon Lime 6/4/12 oz Can,Carbliss,1.00,1.00
19008,Hawthorne Liq (A),Hawthorne,Off Premise,Mike Ast,200883,Carbliss Blood Orange 6/4/12 oz Can,Carbliss,1.00,1.00
19027,Goffle Road Wine and More,Hawthorne,Off Premise,Mike Ast,200884,Carbliss Cranberry 6/4/12 oz Can,Carbliss,1.00,1.00
19027,Goffle Road Wine and More,Hawthorne,Off Premise,Mike Ast,200891,Carbliss Pineapple 6/4/12 oz Can,Carbliss,1.00,1.00
19027,Goffle Road Wine and More,Hawthorne,Off Premise,Mike Ast,200882,Carbliss Black Raspberry 6/4/12 oz Can,Carbliss,1.00,1.00
