Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Cases   2026
Javier Melo,27094,El Anochecer,154 Passaic St,Passaic,Passaic,Passaic,1.00,4004.00
Nick Melissari,49063,COV,115 River Rd,Edgewater,Bergen,Bergen,1.00,3894.56
Javier Melo,27144,La Fortaleza (Passaic),32 Market St,Passaic,Passaic,Passaic,1.00,3841.00
Pablo Lopez,20102,La Fiesta,50 Cianci St,Paterson,Passaic,Passaic,1.00,3824.25
Nick Melissari,42003,Whiskey Roads,152 Washington Ave,Little Ferry,Bergen,Bergen,1.00,3781.60
Matt Powierski,36031,Ayla Restaurant & Bar,209 Paterson Ave,Wallington,Bergen,Bergen,1.00,3719.69
Derrick Laws,20131,El Fogon Rest,475 Union Avenue,Paterson,Passaic,Passaic,1.00,3657.00
Dan Lagala,44012,690 Park,690 Anderson Avenue,Cliffside Park,Bergen,Bergen,1.00,3509.00
Robin Feldman,42009,Nikki's Bar & Grill,213 Washington Ave,Little Ferry,Bergen,Bergen,1.00,3464.68
Anthony Palmisano,230915,Crystal Sprs/Wild Turkey,123 Crystal Springs Rd,Hamburg,Sussex,Sussex,1.00,3282.00
Pablo Lopez,21022,Costa Marina Lounge(A),182 Market St.,Paterson,Passaic,Passaic,1.00,3257.50
Paul Mclaughlin,52046,Bergen Performing Arts,30 N Van Brunt St,Englewood,Bergen,Bergen,1.00,3252.55
Paul Mclaughlin,41002,Mi Tierrita (P),252 Main St,Hackensack,Bergen,Bergen,1.00,3245.40
Pablo Lopez,20046,Circle Cafe (A),144 Washington St,Paterson,Passaic,Passaic,1.00,3200.00
Allison Scott,25056,Emerald Corner (Z),12 Oak St,Clifton,Passaic,Passaic,1.00,3191.96
Pablo Lopez,22044,Los Cristales (Z),409 21st Ave,Paterson,Passaic,Passaic,1.00,3058.00
Javier Melo,27095,Club Sq (A),40 3rd St,Passaic,Passaic,Passaic,1.00,2943.00
Robin Feldman,15081,Evolution Restaurant & Bar,279 W Browertown Rd,Woodland Park,Passaic,Passaic,1.00,2773.87
Derrick Laws,20089,Carlitto's Bar(P),402 Main Street,Paterson,Passaic,Passaic,1.00,2766.15
Nick Melissari,80061,The Green Lounge,314 Paramus Rd,Paramus,Bergen,Bergen,1.00,2726.25
Nick Melissari,29019,Mickey's Bar & Grill (Z),601 Riverside Plaza,Lyndhurst,Bergen,Bergen,1.00,2648.30
Pablo Lopez,25040,Palenque Bar & Grill(A),283 Parker Ave,Clifton,Passaic,Passaic,1.00,2624.15
Pablo Lopez,20090,D'classico (P),58 Ellison St,Paterson,Passaic,Passaic,1.00,2380.10
Derrick Laws,15069,Mexico Bar & Grill,246 Mcbride Ave,Paterson,Passaic,Passaic,1.00,2316.60
Allison Scott,12013,Jalapenos Mexican Grill,142 Ryerson Ave.,Wayne,Passaic,Passaic,1.00,2270.20
Allison Scott,22016,Johnny A's (P) Hitchn Pos,95 Barclay Street,Paterson,Passaic,Passaic,1.00,2260.00
Pablo Lopez,27070,Saritas Mexican Rest(A),82 President Street,Passaic,Passaic,Passaic,1.00,2239.00
Mike Ast,83005,Glen Rock Inn,222 Rock Rd,Glen Rock,Bergen,Bergen,1.00,2235.00
Brian Sengebush,190214,Johnnie's Tavern,301 Boonton Ave,Boonton,Morris,Morris 1,1.00,2178.17
Dan Lagala,44017,Frankie's Gastro,651 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,2140.00
Derrick Laws,20028,Integrity Masonic,224 Broadway,Paterson,Passaic,Passaic,1.00,2135.50
Nick Melissari,80018,Millers Paramus Ale House,270 Rt. 4 East,Paramus,Bergen,Bergen,1.00,2076.00
Nick Melissari,31027,New Park Tav (A),250 Park Ave,East Rutherford,Bergen,Bergen,1.00,2030.00
Pablo Lopez,15018,Diana's Bar (Z),235 Grand St,Paterson,Passaic,Passaic,1.00,1945.00
Paul Mclaughlin,41029,Riviera Lounge (P),310 Main St,Hackensack,Bergen,Bergen,1.00,1934.00
Paul Mclaughlin,41006,Straphanger Saloon (A),126 Anderson St,Hackensack,Bergen,Bergen,1.00,1903.32
Allison Scott,24029,Dingo's Den (P),615 Van Houten Ave,Clifton,Passaic,Passaic,1.00,1879.17
Allison Scott,8015,Thatcher Mc Ghees (A),6 Wanaque Ave,Pompton Lakes,Passaic,Passaic-FF,1.00,1852.17
Allison Scott,14003,Murph's Bar & Liquor,375 Union Blvd,Totowa,Passaic,Passaic,1.00,1844.00
Javier Melo,22065,Mambo Lounge (P),62-64 Dover St,Paterson,Passaic,Passaic,1.00,1840.00
Allison Scott,24026,Rock Bar,414 Main Ave,Clifton,Passaic,Passaic,1.00,1755.00
Brian Sengebush,191007,Charley's Tavern,57 NJ-181,Lake Hopatcong,Morris,Morris 1,1.00,1715.17
Paul Mclaughlin,73001,Lou's,74 Broadway,Hillsdale,Bergen,Bergen,1.00,1666.50
Anthony Palmisano,1023,The New Jessies Kettle(P),1555 Greenwood Lk Tpke,Hewitt,Passaic,Passaic-FF,1.00,1660.00
Paul Mclaughlin,57009,Pancho Burrito's (A),214 Main St,New Milford,Bergen,Bergen,1.00,1648.93
Javier Melo,20104,Roses Bar & Liquors,102 Market Street,Paterson,Passaic,Passaic,1.00,1631.00
Anthony Palmisano,230917,Doc's Place (P),100 NJ-23,Hamburg,Sussex,Sussex,1.00,1597.80
Nick Melissari,38002,Satin Dolls (A),230 Route 17,Lodi,Bergen,Bergen,1.00,1582.17
Anthony Palmisano,1214,Whiskey Wolf Tavern (P),399 Lake Shore Dr,Hewitt,Passaic,Passaic-FF,1.00,1564.00
Brian Sengebush,191009,Mason Street Grille,24 Mason St,Lake Hopatcong,Morris,Morris 1,1.00,1556.50
Paul Mclaughlin,60012,Grant Street Cafe (A),25 Grant Ave.,Dumont,Bergen,Bergen,1.00,1524.00
Office Tell Sell,77038,Taverna Mykonos,238 Broadway,Elmwood Park,Bergen,Bergen,1.00,1507.83
Anthony Palmisano,1035,Old School Pub P),551 Warwick Tpke,Hewitt,Passaic,Passaic-FF,1.00,1502.00
Derrick Laws,21012,Elks Ldge 333 (Z) Pater.,272 Ellison St,Paterson,Passaic,Passaic,1.00,1489.40
Anthony Palmisano,231209,Mt Creek Hex Lg(North) A,200 Rt 94,Vernon,Sussex,Sussex,1.00,1481.00
Anthony Palmisano,191103,Whistle Stop (P),2775 Route 23 S,Newfoundland,Morris,Passaic,1.00,1455.17
Allison Scott,19004,Shortways' Barn (A),991 Goffle Road,Hawthorne,Passaic,Passaic,1.00,1427.00
Paul Mclaughlin,73002,The Cornerstone (P),84 Broadway,Hillsdale,Bergen,Bergen,1.00,1409.67
Pablo Lopez,27050,Grand Rodeo Night Club(Z),182 Third St,Passaic,Passaic,Passaic,1.00,1394.00
Pablo Lopez,39004,Noches De Colombia (S. Hackensack)),370 Rt 46 West,South Hackensac,Bergen,Bergen,1.00,1386.00
Nick Melissari,80007,The Orange Lantern,15 E Firehouse Lane,Paramus,Bergen,Bergen,1.00,1349.00
Derrick Laws,20127,Brothers A&C Pizza (P),343 21st Avenue,Paterson,Passaic,Passaic,1.00,1334.00
Pablo Lopez,21030,Bonfire Mofongo House (P),999 Market St,Paterson,Passaic,Passaic,1.00,1324.00
Office Tell Sell,15053,Wrights Tavern(Z),80 Montgomery St,Paterson,Passaic,Passaic,1.00,1310.00
Paul Mclaughlin,39010,Players Club (Z),213 Huyler St,South Hackensac,Bergen,Bergen,1.00,1286.17
Allison Scott,24019,Sharky's Wings(P),545 Highland Ave,Clifton,Passaic,Passaic,1.00,1251.67
Paul Mclaughlin,50008,101 Pub (A),101 Queen Anne Rd,Bogota,Bergen,Bergen,1.00,1244.17
Nick Melissari,31054,Burger Shack,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,1241.00
Pablo Lopez,22031,Roxxie's (P),324 E Railway Ave,Paterson,Passaic,Passaic,1.00,1238.00
Allison Scott,24025,The Clif (P),605 Clifton Ave,Clifton,Passaic,Passaic,1.00,1201.00
Office Tell Sell,230110,Homestead Rest,294 N Church Rd,Sparta,Sussex,Sussex,1.00,1200.25
Anthony Palmisano,230907,Irish Cottage Inn,602 NJ-23,Franklin,Sussex,Sussex,1.00,1195.32
Nick Melissari,92007,Brady's At(A)The Station,5 W Main St,Ramsey,Bergen,Bergen,1.00,1182.00
Allison Scott,15004,Blackjack Mulligan's Public House,1145 Mcbride Ave,Woodland Park,Passaic,Passaic,1.00,1172.02
Office Tell Sell,31032,Fiesta Hut (Z),227 Park Ave,East Rutherford,Bergen,Bergen,1.00,1172.00
Nick Melissari,80040,Biagio's,299 Paramus Rd,Paramus,Bergen,Bergen,1.00,1155.00
Paul Mclaughlin,40005,Lazy Lanigans (A),604 Main Street,Hackensack,Bergen,Bergen,1.00,1148.17
Brian Sengebush,191004,Club 15(P),619 NJ-15,Jefferson,Morris,Morris 1,1.00,1137.00
Javier Melo,27085,Cazadores Bar (Z) LLC,246 3rd St,Passaic,Passaic,Passaic,1.00,1132.00
Anthony Palmisano,230929,Airport Pub & Pkg,65 County Rd 639,Sussex,Sussex,Sussex,1.00,1127.00
Allison Scott,22004,Neighbors,329 Trenton Avenue,Paterson,Passaic,Passaic,1.00,1125.00
Anthony Palmisano,231302,Thirsty Farmer,31 Loomis Ave,Sussex,Sussex,Sussex,1.00,1124.00
Pablo Lopez,41008,Noches De Colombia (Hackensack),382 Main St,Hackensack,Bergen,Bergen,1.00,1123.33
Anthony Palmisano,3011,Flip's Bar (P),18 Railroad Ave,Wanaque,Passaic,Passaic-FF,1.00,1108.00
Nick Melissari,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,Hawthorne,Passaic,Passaic,1.00,1104.50
Brian Sengebush,191601,Stoll Street Tavern,100 Stoll St,Netcong,Morris,Morris 1,1.00,1069.00
Nick Melissari,29035,Marty Gra's (A),601 Schuyler Ave,Lyndhurst,Bergen,Bergen,1.00,1060.00
Allison Scott,14017,The Chariot,555 Preakness Ave,Totowa,Passaic,Passaic,1.00,1038.10
Anthony Palmisano,231211,Tony's Pizza (P),2771 NJ-23,Stockholm,Sussex,Sussex,1.00,1029.00
Pablo Lopez,15045,Bacchus Sport Bar & Grill,176 Union Ave,Paterson,Passaic,Passaic,1.00,1019.00
Paul Mclaughlin,41010,Lenoras Bar (P),129 Johnson Ave,Hackensack,Bergen,Bergen,1.00,1011.50
Paul Mclaughlin,52049,Sini Bistro,401 S Van Brunt St,Englewood,Bergen,Bergen,1.00,1010.85
Nick Melissari,77003,Blue 42 Restaurant & Bar,158 Market St,Elmwood Park,Bergen,Bergen,1.00,1003.50
Pablo Lopez,20004,Bocaditos Bistro,710 Madison Ave,Paterson,Passaic,Passaic,1.00,996.00
Brian Sengebush,190923,Knotty Pine Pub (P),242 E Union Turnpike,Wharton,Morris,Morris 1,1.00,990.00
Mike Ast,84009,Mac Murphy,8 Godwin Ave,Ridgewood,Bergen,Bergen,1.00,984.00
Nick Melissari,32012,The Local Pub,442 Hackensack St,Carlstadt,Bergen,Bergen,1.00,978.00
Brian Sengebush,231715,Gyp's Tavern,25 Us-206,Sandyston,Sussex,Sussex,1.00,978.00
Robin Feldman,39015,Rudy's Inflight Caterers,180 North Street,Teterboro,Bergen,Bergen,1.00,977.00
Allison Scott,24031,Tommy's Tavern & Tap (Clifton),826 Route 3 Clifton Nj,Clifton,Passaic,Passaic,1.00,976.00
Paul Mclaughlin,70004,Davey's Locker (A),5 Park St,Montvale,Bergen,Bergen,1.00,973.00
Nick Melissari,46028,Legends (P),16 Statehighway 5,Palisades Park,Bergen,Bergen,1.00,972.00
Allison Scott,8004,The Side Door (P),33 Colfax Ave,Pompton Lakes,Passaic,Passaic,1.00,966.33
Allison Scott,1005,Grasshopper Irish Pub (A),2891 Route 23,Newfoundland,Passaic,Passaic,1.00,960.17
Nick Melissari,31011,Blarney Station,258 Park Ave,East Rutherford,Bergen,Bergen,1.00,959.00
Allison Scott,12026,WAYNE ALE HOUSE & PIZZA,611 Ratzer Road,Wayne,Passaic,Passaic,1.00,949.00
Nick Melissari,31017,Victory Sports Bar,1 Racetrack Drive,East Rutherford,Bergen,Bergen,1.00,943.00
Dan Lagala,44044,Sonsonate Rest(P),100 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,937.00
Paul Mclaughlin,65006,Gerry's Place,595 Broadway,Norwood,Bergen,Bergen,1.00,932.00
Paul Mclaughlin,86002,Doghouse Saloon (Z),270 Pascack Rd,Washington Twsp,Bergen,Bergen,1.00,910.33
Brian Sengebush,191407,Pub 199,199 Howard Blvd,Mt Arlington,Morris,Morris 1,1.00,888.17
Nick Melissari,38020,Lodi Lanes (A),58 Terhune Ave,Lodi,Bergen,Bergen,1.00,882.50
Nick Melissari,37019,BJ Polonia,126 Ray St,Garfield,Bergen,Bergen,1.00,877.00
Nick Melissari,89002,Allendale Bar & Grill,67 Allendale Ave,Allendale,Bergen,Bergen,1.00,873.00
Paul Mclaughlin,70008,Hearth & Tap Co.,125 N Kndrkmk Rd,Montvale,Bergen,Bergen,1.00,872.50
Brian Sengebush,190601,Thatcher Mcghee's (A),53 Broadway,Denville,Morris,Morris 1,1.00,868.00
Nick Melissari,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,Garfield,Bergen,Bergen,1.00,858.33
Chris Payton,47017,Westside Village (A),18 Paulison Ave,Ridgefield Park,Bergen,Bergen,1.00,848.50
Pablo Lopez,22001,Lena Y Carbon Restaurant,201 Market St,Paterson,Passaic,Passaic,1.00,847.00
Anthony Palmisano,231213,The Kites (P),2 Chamonix Drive,Vernon,Sussex,Sussex,1.00,846.00
Allison Scott,12022,Grasshopper Too (A),26 Erie Ave,Wayne,Passaic,Passaic,1.00,843.17
Nick Melissari,31039,Yard House 8390,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,842.00
Javier Melo,37066,La Fortaleza (Garfield),361 Midland Ave,Garfield,Bergen,Bergen,1.00,822.00
Office Tell Sell,42005,Empire Club (P),136 Mehrhof Rd,Little Ferry,Bergen,Bergen,1.00,817.23
Anthony Palmisano,231304,The Lamp Post Inn,1601 County Rd 565,Sussex,Sussex,Sussex,1.00,816.00
Mike Ast,84022,Park West Tavern,30 Oak Street,Ridgewood,Bergen,Bergen,1.00,807.33
Paul Mclaughlin,70005,Montvale Bowl (A),14 West Grand Ave,Montvale,Bergen,Bergen,1.00,804.00
Klejdi Lamo,190702,Smith's Tavern,175 E Main St,Rockaway,Morris,Morris 1,1.00,800.00
Paul Mclaughlin,56009,Tommy Fox's Pub Hse(P),32 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,800.00
Paul Mclaughlin,40021,Bowler City Bowling,85 Midtown Bridge St,Hackensack,Bergen,Bergen,1.00,799.00
Dan Lagala,44048,Clubhouse Cafe (P),661 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,784.00
Nick Melissari,31024,Castle Billiards (Z),349 Rt 17,East Rutherford,Bergen,Bergen,1.00,779.00
Anthony Palmisano,4007,Karls Stumble Inn,231 Hamburg Turnpike,Bloomingdale,Passaic,Passaic,1.00,776.00
Nick Melissari,32023,Redd's Rest (Z),317 Washington Ave,Carlstadt,Bergen,Bergen,1.00,774.00
Nick Melissari,79001,Victor's Maywood Inn,122 W Pleasant Ave,Maywood,Bergen,Bergen,1.00,773.00
Allison Scott,25049,Yesterdays (P),70 Main Ave,Clifton,Passaic,Passaic,1.00,766.00
Allison Scott,5008,Celtic Crossings,1248 NJ-23,Butler,Morris,Morris 3,1.00,751.00
Chris Payton,81017,JJ's Pub,25-01 Broadway,Fair Lawn,Bergen,Bergen,1.00,751.00
Pablo Lopez,15046,Romo Restaurant,177 3rd Ave,Paterson,Passaic,Passaic,1.00,750.00
Allison Scott,11011,Sunset Pub & Grill(Z),425 Beaverbrook Rd,Lincoln Park,Morris,Morris 3,1.00,747.50
Paul Mclaughlin,29051,Medieval Times,149 Polito Ave,Lyndhurst,Bergen,Bergen,1.00,745.00
Allison Scott,15036,River Terrace Inn(P),36 Totowa Ave,Paterson,Passaic,Passaic,1.00,734.00
Paul Mclaughlin,52036,Vida Garden,14-16 Armory St,Englewood,Bergen,Bergen,1.00,733.00
Brian Sengebush,1017,Millers Ale House Rockawa,325 Mt Hope Avenue,Rockaway,Morris,Morris 1,1.00,728.00
Robin Feldman,41034,Lodi Moose Lodge 1971,215 Charles St,Hackensack,Bergen,Bergen,1.00,719.75
Allison Scott,25036,Dingbatz (P),620 Van Houten Ave,Clifton,Passaic,Passaic,1.00,716.00
Robin Feldman,1030,Elks Post 2236 (P),1860 Union Valley Road,West Milford,Passaic,Passaic-FF,1.00,714.00
Chris Payton,45005,Colonial Bar,719 Grand Avenue,Ridgefield,Bergen,Bergen,1.00,714.00
Brian Sengebush,191405,Pat's Bar (P),390 Howard Blvd,Mt Arlington,Morris,Morris 1,1.00,707.00
Nick Melissari,31026,Rockafella's,443 Paterson Aven,East Rutherford,Bergen,Bergen,1.00,698.00
Nick Melissari,96006,Blue Moon Mexican Cafe,327j Franklin Ave,Wyckoff,Bergen,Bergen,1.00,696.00
Anthony Palmisano,191207,Daily Planet (A),526 Roosevelt Ave,Oak Ridge,Morris,Morris 1,1.00,693.17
Paul Mclaughlin,57004,River & Henley,704 River Rd,New Milford,Bergen,Bergen,1.00,692.00
Nick Melissari,30026,Simulcast,1 Racetrack Drive,East Rutherford,Bergen,Bergen,1.00,691.00
Javier Melo,20110,The Cathedral Restaurant,378 Main St,Paterson,Passaic,Passaic,1.00,690.00
Paul Mclaughlin,41023,The Whiskey Priest (Hackensack),159 Main St.,Hackensack,Bergen,Bergen,1.00,685.33
Allison Scott,12034,"Dave & Buster's Nj, Inc",310 Willowbrook Mall,Wayne,Passaic,Passaic,1.00,685.00
Allison Scott,15074,Bask 46,1530 Rt 46 West,Woodland Park,Passaic,Passaic,1.00,683.50
Allison Scott,24060,Clifton Billiards (Z),1158 Main Ave,Clifton,Passaic,Passaic,1.00,676.00
Nick Melissari,93005,Mason Jar Restaurant,219 Ramapo Valley Rd,Mahwah,Bergen,Bergen,1.00,674.00
Paul Mclaughlin,55005,Cresskill Tavern,29 E Madison Ave,Cresskill,Bergen,Bergen,1.00,673.00
Nick Melissari,31043,House of Que (East Rutherford),1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,667.00
Brian Sengebush,191505,Mckenna's Pub (P),260 Espanong Rd,Lake Hopatcong,Morris,Morris 1,1.00,665.17
Jaime Colonna,49001,Don Coqui,541 River Rd,Edgewater,Bergen,Bergen,1.00,663.00
Brian Sengebush,231601,Farmstead Golf (P),88 Lawrence Rd,Lafayette,Sussex,Sussex,1.00,662.00
Nick Melissari,28009,1 Republik,26 Ridge Rd,North Arlington,Bergen,Bergen,1.00,657.42
Nick Melissari,93004,Mahwah B & G (A),2 Island Rd,Mahwah,Bergen,Bergen,1.00,654.00
Chris Payton,80027,Ridgewood Country Club,96 W Midland Ave,Paramus,Bergen,Bergen,1.00,653.17
Robin Feldman,56022,Elks Post 1477,40 W Church St,Bergenfield,Bergen,Bergen,1.00,647.00
Matt Powierski,37040,The Venetian,546 River Rd,Garfield,Bergen,Bergen,1.00,646.00
Anthony Palmisano,231207,Great Gorge Golf (A) Club,414 County Rd 517,Vernon,Sussex,Sussex,1.00,643.00
Allison Scott,13003,Maggie's Town Tav.(P),10 Van Ness Ave,Little Falls,Passaic,Passaic,1.00,642.17
Anthony Palmisano,230930,Brick & Brew,27 NJ-23,Franklin,Sussex,Sussex,1.00,641.00
Robin Feldman,78010,American Lgn Rochelle Pk,33 W Passaic St,Rochelle Park,Bergen,Bergen,1.00,640.00
Pablo Lopez,22013,Hi-Beams (P),182 Getty Ave,Paterson,Passaic,Passaic,1.00,637.00
Nick Melissari,31036,Eros Cafe,168 Union Ave,East Rutherford,Bergen,Bergen,1.00,636.00
Paul Mclaughlin,69009,Rivervale Country Club,660 Rivervale Road,Rivervale,Bergen,Bergen,1.00,635.33
Brian Sengebush,190706,Mill Lane Tavern,8 Mill Lane,Rockaway,Morris,Morris 1,1.00,635.00
Brian Sengebush,190704,Tavern On The Rocks,9 Wall St,Rockaway,Morris,Morris 1,1.00,635.00
Pablo Lopez,52005,Noches De Colombia(Englewood)),90 W. Palisade Ave,Englewood,Bergen,Bergen,1.00,631.00
Pablo Lopez,24063,Noches De Colombia (Clifton),1 Village Square,Clifton,Passaic,Passaic,1.00,629.33
Brian Sengebush,191504,Jefferson House (A),139 Nolan's Point Rd,Lake Hopatcong,Morris,Morris 1,1.00,628.00
Javier Melo,27111,Davids' Place (P),361 Monroe St,Passaic,Passaic,Passaic,1.00,628.00
Brian Sengebush,190312,The Knoll Country Club & Catering,12 Knoll Lane,Boonton,Morris,Morris 1,1.00,622.00
Nick Melissari,92005,Kinchley's,586 Franklin Tpk,Ramsey,Bergen,Bergen,1.00,621.00
Nick Melissari,94012,Holiday Bowl,29 Spruce St,Oakland,Bergen,Bergen,1.00,616.00
Nick Melissari,49054,Hiram's,1345 Palisade Ave,Fort Lee,Bergen,Bergen,1.00,615.00
Allison Scott,7003,Blu Ale House,92 NJ-23,Riverdale,Morris,Morris 3,1.00,609.67
Allison Scott,23001,Bogey's Sport Bar,103 Valley Road,Clifton,Passaic,Passaic,1.00,608.00
Javier Melo,27044,Clary's Restaurant & Bar,196 Monroe St,Passaic,Passaic,Passaic,1.00,608.00
Nick Melissari,29021,Uncle Vinnys Bar & Grill,37 Ridge Road,Lyndhurst,Bergen,Bergen,1.00,606.00
Nick Melissari,32015,Cjd 2l Corp(Sofive),2 Palmer Terrace,Carlstadt,Bergen,Bergen,1.00,602.00
Nick Melissari,38039,Hilltop Tav.(Z),50 Essex St,Lodi,Bergen,Bergen,1.00,596.00
Javier Melo,38046,La Fortaleza (Lodi),10 Route 46,Lodi,Bergen,Bergen,1.00,596.00
Matt Powierski,32009,American Lgn (P) (Carlstadt),412 Third St,Carlstadt,Bergen,Bergen,1.00,590.00
Mike Ast,84012,Bareburger (Ridgewood),15 E Ridgewood Ave,Ridgewood,Bergen,Bergen,1.00,585.00
Allison Scott,12064,In The Drink@Passaic Gc,209 Totowa Rd,Wayne,Passaic,Passaic,1.00,585.00
Nick Melissari,39017,Bj's Rest & Brewhouse(A),21 Teterboro Landing Dr,Teterboro,Bergen,Bergen,1.00,584.00
Allison Scott,24061,Breaker Billiards,1142 US-46,Clifton,Passaic,Passaic,1.00,579.00
Brian Sengebush,190709,Adams (P),123 Hibernia Ave,Rockaway,Morris,Morris 1,1.00,578.17
Anthony Palmisano,1028,J & S Roadhouse,17 Wooley Road,West Milford,Passaic,Passaic-FF,1.00,574.00
Allison Scott,12032,Casa Don Manuel,1292 Alps Rd,Wayne,Passaic,Passaic,1.00,573.67
Allison Scott,58005,Feathers (A),77 Kinderkamack Rd,River Edge,Bergen,Bergen,1.00,567.00
Javier Melo,27108,Los Arcos (P) Rest.,305 Monroe St,Passaic,Passaic,Passaic,1.00,566.00
Nick Melissari,34002,Heights Bar (P),163 Boulevard,Hasbrouck Heights,Bergen,Bergen,1.00,563.00
Nick Melissari,37063,Jojo's Bar & Grill,133 Monroe St,Garfield,Bergen,Bergen,1.00,562.00
Nick Melissari,49085,Tommy's Tavern + Tap (Edgewater),11 The Promenade,Edgewater,Bergen,Bergen,1.00,561.00
Nick Melissari,37012,Sportsmens (P) Tavern,245 Outwater Lane,Garfield,Bergen,Bergen,1.00,558.00
Paul Mclaughlin,36015,Wallington Lane (Bowlero),299 Paterson Ave,Wallington,Bergen,Bergen,1.00,557.00
Nick Melissari,92014,Ramsey Country Clb,105 Lakeside Dr,Ramsey,Bergen,Bergen,1.00,556.00
Nick Melissari,31056,H Mart Inc (Space A103),1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,551.00
Nick Melissari,39018,Texas Roadhouse,20 Teterboro Landing Dr.,Teterboro,Bergen,Bergen,1.00,541.00
